Bin index,yH299-H2O2-treated-facs-pool4,yH299-H2O2-treated-facs-pool4 rank
CP048233.1-66,69,61
CP048233.1-67,32,293
CP048233.1-68,45,162
CP048233.1-69,4,1128
CP048234.1-0,1,1221
CP048234.1-1,4,1129
CP048234.1-2,0,1245
CP048234.1-3,2,1191
CP048234.1-4,14,733
CP048234.1-5,10,902
CP048234.1-6,3,1164
CP048234.1-7,9,948
CP048234.1-8,15,707
CP048234.1-9,19,598
CP048234.1-10,6,1055
CP048234.1-11,14,734
CP048234.1-12,29,348
CP048234.1-13,36,237
CP048234.1-14,31,310
CP048234.1-15,14,735
CP048234.1-16,15,708
CP048234.1-17,11,857
CP048234.1-18,18,623
CP048234.1-19,46,156
CP048234.1-20,36,238
CP048234.1-21,38,215
CP048234.1-22,48,147
CP048234.1-23,111,21
CP048234.1-24,40,196
CP048234.1-25,65,69
CP048234.1-26,72,55
CP048234.1-27,36,239
CP048234.1-28,53,117
CP048234.1-29,30,326
CP048234.1-30,67,64
CP048234.1-31,80,47
CP048234.1-32,42,186
CP048234.1-33,33,281
CP048234.1-34,10,903
CP048234.1-35,14,736
CP048234.1-36,36,240
CP048234.1-37,28,364
CP048234.1-38,17,649
CP048234.1-39,44,166
CP048234.1-40,16,676
CP048234.1-41,23,489
CP048234.1-42,13,786
CP048234.1-43,48,148
CP048234.1-44,60,88
CP048234.1-45,29,349
CP048234.1-46,38,216
CP048234.1-47,23,490
CP048234.1-48,8,990
CP048234.1-49,36,241
CP048234.1-50,43,177
CP048234.1-51,6,1056
CP048234.1-52,28,365
CP048234.1-53,13,787
CP048234.1-54,8,991
CP048234.1-55,10,904
CP048234.1-56,28,366
CP048234.1-57,49,138
CP048234.1-58,32,294
CP048234.1-59,21,551
CP048234.1-60,6,1057
CP048234.1-61,16,677
CP048234.1-62,56,103
CP048234.1-63,26,414
CP048234.1-64,22,525
CP048234.1-65,13,788
CP048234.1-66,34,264
CP048234.1-67,11,858
CP048234.1-68,3,1165
CP048234.1-69,0,1246
CP048234.1-70,1,1222
CP048235.1-0,1,1223
CP048235.1-1,0,1247
CP048235.1-2,5,1094
CP048235.1-3,23,491
CP048235.1-4,37,228
CP048235.1-5,62,80
CP048235.1-6,5,1095
CP048235.1-7,40,197
CP048235.1-8,59,91
CP048235.1-9,18,624
CP048235.1-10,15,709
CP048235.1-11,14,737
CP048235.1-12,21,552
CP048235.1-13,15,710
CP048235.1-14,62,81
CP048235.1-15,35,252
CP048235.1-16,115,19
CP048235.1-17,12,823
CP048235.1-18,43,178
CP048235.1-19,54,112
CP048235.1-20,70,58
CP048235.1-21,12,824
CP048235.1-22,22,526
CP048235.1-23,61,85
CP048235.1-24,148,4
CP048235.1-25,74,53
CP048235.1-26,26,415
CP048235.1-27,50,132
CP048235.1-28,24,467
CP048235.1-29,17,650
CP048235.1-30,62,82
CP048235.1-31,21,553
CP048235.1-32,10,905
CP048235.1-33,12,825
CP048235.1-34,33,282
CP048235.1-35,28,367
CP048235.1-36,9,949
CP048235.1-37,41,191
CP048235.1-38,3,1166
CP048235.1-39,7,1028
CP048235.1-40,14,738
CP048235.1-41,18,625
CP048235.1-42,24,468
CP048235.1-43,59,92
CP048235.1-44,3,1167
CP048235.1-45,17,651
CP048235.1-46,26,416
CP048235.1-47,41,192
CP048235.1-48,39,206
CP048235.1-49,16,678
CP048235.1-50,35,253
CP048235.1-51,11,859
CP048235.1-52,2,1192
CP048235.1-53,34,265
CP048235.1-54,7,1029
CP048235.1-55,27,392
CP048235.1-56,6,1058
CP048235.1-57,7,1030
CP048235.1-58,11,860
CP048235.1-59,4,1130
CP048235.1-60,38,217
CP048235.1-61,31,311
CP048235.1-62,28,368
CP048235.1-63,19,599
CP048235.1-64,17,652
CP048235.1-65,1,1224
CP048235.1-66,4,1131
CP048235.1-67,8,992
CP048235.1-68,11,861
CP048235.1-69,26,417
CP048235.1-70,38,218
CP048235.1-71,9,950
CP048235.1-72,9,951
CP048235.1-73,22,527
CP048235.1-74,22,528
CP048235.1-75,52,120
CP048235.1-76,10,906
CP048235.1-77,11,862
CP048235.1-78,9,952
CP048235.1-79,17,653
CP048235.1-80,20,574
CP048235.1-81,24,469
CP048235.1-82,11,863
CP048235.1-83,13,789
CP048235.1-84,13,790
CP048235.1-85,6,1059
CP048235.1-86,20,575
CP048235.1-87,8,993
CP048235.1-88,44,167
CP048235.1-89,10,907
CP048235.1-90,34,266
CP048235.1-91,26,418
CP048235.1-92,11,864
CP048235.1-93,1,1225
CP048236.1-0,3,1168
CP048236.1-1,0,1248
CP048236.1-2,2,1193
CP048236.1-3,43,179
CP048236.1-4,74,54
CP048236.1-5,118,17
CP048236.1-6,19,600
CP048236.1-7,38,219
CP048236.1-8,79,50
CP048236.1-9,67,65
CP048236.1-10,22,529
CP048236.1-11,72,56
CP048236.1-12,51,128
CP048236.1-13,44,168
CP048236.1-14,36,242
CP048236.1-15,32,295
CP048236.1-16,25,443
CP048236.1-17,21,554
CP048236.1-18,1,1226
CP048236.1-19,31,312
CP048236.1-20,45,163
CP048236.1-21,9,953
CP048236.1-22,11,865
CP048236.1-23,30,327
CP048236.1-24,18,626
CP048236.1-25,14,739
CP048236.1-26,27,393
CP048236.1-27,29,350
CP048236.1-28,48,149
CP048236.1-29,30,328
CP048236.1-30,9,954
CP048236.1-31,38,220
CP048236.1-32,12,826
CP048236.1-33,10,908
CP048236.1-34,6,1060
CP048236.1-35,13,791
CP048236.1-36,26,419
CP048236.1-37,11,866
CP048236.1-38,26,420
CP048236.1-39,46,157
CP048236.1-40,4,1132
CP048236.1-41,8,994
CP048236.1-42,24,470
CP048236.1-43,9,955
CP048236.1-44,18,627
CP048236.1-45,7,1031
CP048236.1-46,7,1032
CP048236.1-47,49,139
CP048236.1-48,9,956
CP048236.1-49,10,909
CP048236.1-50,10,910
CP048236.1-51,32,296
CP048236.1-52,11,867
CP048236.1-53,21,555
CP048236.1-54,19,601
CP048236.1-55,29,351
CP048236.1-56,11,868
CP048236.1-57,36,243
CP048236.1-58,22,530
CP048236.1-59,22,531
CP048236.1-60,36,244
CP048236.1-61,3,1169
CP048236.1-62,13,792
CP048236.1-63,31,313
CP048236.1-64,27,394
CP048236.1-65,14,740
CP048236.1-66,12,827
CP048236.1-67,9,957
CP048236.1-68,9,958
CP048236.1-69,12,828
CP048236.1-70,45,164
CP048236.1-71,20,576
CP048236.1-72,12,829
CP048236.1-73,26,421
CP048236.1-74,19,602
CP048236.1-75,4,1133
CP048236.1-76,3,1170
CP048236.1-77,28,369
CP048236.1-78,11,869
CP048236.1-79,18,628
CP048236.1-80,2,1194
CP048236.1-81,13,793
CP048236.1-82,13,794
CP048236.1-83,10,911
CP048236.1-84,22,532
CP048236.1-85,3,1171
CP048236.1-86,15,711
CP048236.1-87,37,229
CP048236.1-88,18,629
CP048236.1-89,24,471
CP048236.1-90,12,830
CP048236.1-91,14,741
CP048236.1-92,29,352
CP048236.1-93,38,221
CP048236.1-94,17,654
CP048236.1-95,3,1172
CP048236.1-96,16,679
CP048236.1-97,4,1134
CP048236.1-98,34,267
CP048236.1-99,9,959
CP048236.1-100,5,1096
CP048236.1-101,1,1227
CP048237.1-0,0,1249
CP048237.1-1,1,1228
CP048237.1-2,12,831
CP048237.1-3,27,395
CP048237.1-4,27,396
CP048237.1-5,14,742
CP048237.1-6,2,1195
CP048237.1-7,42,187
CP048237.1-8,22,533
CP048237.1-9,4,1135
CP048237.1-10,8,995
CP048237.1-11,12,832
CP048237.1-12,4,1136
CP048237.1-13,28,370
CP048237.1-14,15,712
CP048237.1-15,4,1137
CP048237.1-16,7,1033
CP048237.1-17,8,996
CP048237.1-18,19,603
CP048237.1-19,18,630
CP048237.1-20,14,743
CP048237.1-21,20,577
CP048237.1-22,12,833
CP048237.1-23,5,1097
CP048237.1-24,30,329
CP048237.1-25,9,960
CP048237.1-26,8,997
CP048237.1-27,2,1196
CP048237.1-28,18,631
CP048237.1-29,9,961
CP048237.1-30,2,1197
CP048237.1-31,4,1138
CP048237.1-32,23,492
CP048237.1-33,8,998
CP048237.1-34,22,534
CP048237.1-35,16,680
CP048237.1-36,12,834
CP048237.1-37,6,1061
CP048237.1-38,28,371
CP048237.1-39,33,283
CP048237.1-40,34,268
CP048237.1-41,5,1098
CP048237.1-42,10,912
CP048237.1-43,13,795
CP048237.1-44,18,632
CP048237.1-45,3,1173
CP048237.1-46,28,372
CP048237.1-47,9,962
CP048237.1-48,25,444
CP048237.1-49,14,744
CP048237.1-50,0,1250
CP048237.1-51,23,493
CP048237.1-52,8,999
CP048237.1-53,12,835
CP048237.1-54,28,373
CP048237.1-55,19,604
CP048237.1-56,2,1198
CP048237.1-57,21,556
CP048237.1-58,7,1034
CP048237.1-59,6,1062
CP048237.1-60,30,330
CP048237.1-61,29,353
CP048237.1-62,19,605
CP048237.1-63,14,745
CP048237.1-64,31,314
CP048237.1-65,12,836
CP048237.1-66,20,578
CP048237.1-67,21,557
CP048237.1-68,22,535
CP048237.1-69,15,713
CP048237.1-70,11,870
CP048237.1-71,14,746
CP048237.1-72,5,1099
CP048237.1-73,60,89
CP048237.1-74,25,445
CP048237.1-75,31,315
CP048237.1-76,13,796
CP048237.1-77,8,1000
CP048237.1-78,23,494
CP048237.1-79,25,446
CP048237.1-80,19,606
CP048237.1-81,80,48
CP048237.1-82,49,140
CP048237.1-83,27,397
CP048237.1-84,15,714
CP048237.1-85,50,133
CP048237.1-86,49,141
CP048237.1-87,43,180
CP048237.1-88,38,222
CP048237.1-89,27,398
CP048237.1-90,28,374
CP048237.1-91,63,73
CP048237.1-92,45,165
CP048237.1-93,23,495
CP048237.1-94,20,579
CP048237.1-95,109,23
CP048237.1-96,28,375
CP048237.1-97,187,1
CP048237.1-98,97,32
CP048237.1-99,155,3
CP048237.1-100,31,316
CP048237.1-101,26,422
CP048237.1-102,32,297
CP048237.1-103,16,681
CP048237.1-104,25,447
CP048237.1-105,10,913
CP048238.1-0,1,1229
CP048238.1-1,0,1251
CP048238.1-2,23,496
CP048238.1-3,16,682
CP048238.1-4,59,93
CP048238.1-5,16,683
CP048238.1-6,37,230
CP048238.1-7,19,607
CP048238.1-8,40,198
CP048238.1-9,12,837
CP048238.1-10,26,423
CP048238.1-11,24,472
CP048238.1-12,25,448
CP048238.1-13,14,747
CP048238.1-14,14,748
CP048238.1-15,58,97
CP048238.1-16,40,199
CP048238.1-17,66,68
CP048238.1-18,37,231
CP048238.1-19,43,181
CP048238.1-20,11,871
CP048238.1-21,6,1063
CP048238.1-22,17,655
CP048238.1-23,5,1100
CP048238.1-24,10,914
CP048238.1-25,25,449
CP048238.1-26,16,684
CP048238.1-27,38,223
CP048238.1-28,37,232
CP048238.1-29,46,158
CP048238.1-30,7,1035
CP048238.1-31,49,142
CP048238.1-32,36,245
CP048238.1-33,25,450
CP048238.1-34,12,838
CP048238.1-35,55,107
CP048238.1-36,60,90
CP048238.1-37,51,129
CP048238.1-38,28,376
CP048238.1-39,117,18
CP048238.1-40,106,24
CP048238.1-41,17,656
CP048238.1-42,23,497
CP048238.1-43,36,246
CP048238.1-44,133,8
CP048238.1-45,21,558
CP048238.1-46,8,1001
CP048238.1-47,32,298
CP048238.1-48,41,193
CP048238.1-49,18,633
CP048238.1-50,17,657
CP048238.1-51,25,451
CP048238.1-52,6,1064
CP048238.1-53,42,188
CP048238.1-54,33,284
CP048238.1-55,36,247
CP048238.1-56,30,331
CP048238.1-57,49,143
CP048238.1-58,0,1252
CP048238.1-59,11,872
CP048238.1-60,43,182
CP048238.1-61,0,1253
CP048238.1-62,6,1065
CP048238.1-63,3,1174
CP048238.1-64,3,1175
CP048238.1-65,1,1230
CP048238.1-66,14,749
CP048238.1-67,21,559
CP048238.1-68,39,207
CP048238.1-69,11,873
CP048238.1-70,44,169
CP048238.1-71,44,170
CP048238.1-72,13,797
CP048238.1-73,22,536
CP048238.1-74,0,1254
CP048238.1-75,1,1231
CP048239.1-0,2,1199
CP048239.1-1,0,1255
CP048239.1-2,9,963
CP048239.1-3,44,171
CP048239.1-4,17,658
CP048239.1-5,34,269
CP048239.1-6,35,254
CP048239.1-7,4,1139
CP048239.1-8,29,354
CP048239.1-9,6,1066
CP048239.1-10,30,332
CP048239.1-11,13,798
CP048239.1-12,11,874
CP048239.1-13,6,1067
CP048239.1-14,13,799
CP048239.1-15,40,200
CP048239.1-16,23,498
CP048239.1-17,80,49
CP048239.1-18,61,86
CP048239.1-19,26,424
CP048239.1-20,27,399
CP048239.1-21,21,560
CP048239.1-22,56,104
CP048239.1-23,131,10
CP048239.1-24,106,25
CP048239.1-25,34,270
CP048239.1-26,18,634
CP048239.1-27,64,70
CP048239.1-28,39,208
CP048239.1-29,36,248
CP048239.1-30,54,113
CP048239.1-31,32,299
CP048239.1-32,9,964
CP048239.1-33,34,271
CP048239.1-34,20,580
CP048239.1-35,14,750
CP048239.1-36,7,1036
CP048239.1-37,7,1037
CP048239.1-38,26,425
CP048239.1-39,20,581
CP048239.1-40,25,452
CP048239.1-41,35,255
CP048239.1-42,23,499
CP048239.1-43,5,1101
CP048239.1-44,34,272
CP048239.1-45,8,1002
CP048239.1-46,5,1102
CP048239.1-47,2,1200
CP048239.1-48,13,800
CP048239.1-49,12,839
CP048239.1-50,16,685
CP048239.1-51,8,1003
CP048239.1-52,0,1256
CP048239.1-53,10,915
CP048239.1-54,11,875
CP048239.1-55,12,840
CP048239.1-56,2,1201
CP048239.1-57,2,1202
CP048239.1-58,5,1103
CP048239.1-59,23,500
CP048239.1-60,23,501
CP048239.1-61,25,453
CP048239.1-62,22,537
CP048239.1-63,2,1203
CP048239.1-64,18,635
CP048239.1-65,26,426
CP048239.1-66,17,659
CP048239.1-67,12,841
CP048239.1-68,19,608
CP048239.1-69,4,1140
CP048239.1-70,13,801
CP048239.1-71,22,538
CP048239.1-72,38,224
CP048239.1-73,33,285
CP048239.1-74,10,916
CP048239.1-75,13,802
CP048239.1-76,24,473
CP048239.1-77,13,803
CP048239.1-78,7,1038
CP048239.1-79,5,1104
CP048239.1-80,1,1232
CP048239.1-81,10,917
CP048239.1-82,2,1204
CP048239.1-83,2,1205
CP048239.1-84,15,715
CP048239.1-85,1,1233
CP048239.1-86,23,502
CP048239.1-87,21,561
CP048239.1-88,20,582
CP048239.1-89,13,804
CP048239.1-90,10,918
CP048239.1-91,8,1004
CP048239.1-92,7,1039
CP048239.1-93,10,919
CP048239.1-94,23,503
CP048239.1-95,25,454
CP048239.1-96,14,751
CP048239.1-97,8,1005
CP048239.1-98,5,1105
CP048239.1-99,10,920
CP048239.1-100,16,686
CP048239.1-101,30,333
CP048239.1-102,14,752
CP048239.1-103,11,876
CP048239.1-104,5,1106
CP048239.1-105,13,805
CP048239.1-106,22,539
CP048239.1-107,6,1068
CP048239.1-108,6,1069
CP048239.1-109,4,1141
CP048239.1-110,10,921
CP048239.1-111,15,716
CP048239.1-112,24,474
CP048239.1-113,14,753
CP048239.1-114,20,583
CP048239.1-115,11,877
CP048239.1-116,9,965
CP048239.1-117,23,504
CP048239.1-118,36,249
CP048239.1-119,23,505
CP048239.1-120,8,1006
CP048239.1-121,1,1234
CP048239.1-122,2,1206
CP048240.1-0,2,1207
CP048240.1-1,2,1208
CP048240.1-2,29,355
CP048240.1-3,55,108
CP048240.1-4,17,660
CP048240.1-5,4,1142
CP048240.1-6,24,475
CP048240.1-7,41,194
CP048240.1-8,16,687
CP048240.1-9,14,754
CP048240.1-10,10,922
CP048240.1-11,25,455
CP048240.1-12,15,717
CP048240.1-13,11,878
CP048240.1-14,39,209
CP048240.1-15,30,334
CP048240.1-16,28,377
CP048240.1-17,22,540
CP048240.1-18,40,201
CP048240.1-19,63,74
CP048240.1-20,26,427
CP048240.1-21,24,476
CP048240.1-22,23,506
CP048240.1-23,21,562
CP048240.1-24,67,66
CP048240.1-25,123,12
CP048240.1-26,102,28
CP048240.1-27,114,20
CP048240.1-28,69,62
CP048240.1-29,95,34
CP048240.1-30,17,661
CP048240.1-31,29,356
CP048240.1-32,35,256
CP048240.1-33,25,456
CP048240.1-34,55,109
CP048240.1-35,5,1107
CP048240.1-36,10,923
CP048240.1-37,38,225
CP048240.1-38,33,286
CP048240.1-39,40,202
CP048240.1-40,57,102
CP048240.1-41,34,273
CP048240.1-42,21,563
CP048240.1-43,13,806
CP048240.1-44,26,428
CP048240.1-45,32,300
CP048240.1-46,19,609
CP048240.1-47,27,400
CP048240.1-48,32,301
CP048240.1-49,13,807
CP048240.1-50,12,842
CP048240.1-51,17,662
CP048240.1-52,12,843
CP048240.1-53,14,755
CP048240.1-54,4,1143
CP048240.1-55,8,1007
CP048240.1-56,40,203
CP048240.1-57,39,210
CP048240.1-58,19,610
CP048240.1-59,15,718
CP048240.1-60,17,663
CP048240.1-61,27,401
CP048240.1-62,6,1070
CP048240.1-63,9,966
CP048240.1-64,5,1108
CP048240.1-65,27,402
CP048240.1-66,10,924
CP048240.1-67,14,756
CP048240.1-68,13,808
CP048240.1-69,24,477
CP048240.1-70,11,879
CP048240.1-71,15,719
CP048240.1-72,53,118
CP048240.1-73,30,335
CP048240.1-74,21,564
CP048240.1-75,9,967
CP048240.1-76,14,757
CP048240.1-77,32,302
CP048240.1-78,8,1008
CP048240.1-79,5,1109
CP048240.1-80,5,1110
CP048240.1-81,17,664
CP048240.1-82,10,925
CP048240.1-83,5,1111
CP048240.1-84,16,688
CP048240.1-85,10,926
CP048240.1-86,18,636
CP048240.1-87,18,637
CP048240.1-88,54,114
CP048240.1-89,15,720
CP048240.1-90,9,968
CP048240.1-91,25,457
CP048240.1-92,4,1144
CP048240.1-93,26,429
CP048240.1-94,4,1145
CP048240.1-95,11,880
CP048240.1-96,2,1209
CP048240.1-97,18,638
CP048240.1-98,15,721
CP048240.1-99,19,611
CP048240.1-100,11,881
CP048240.1-101,4,1146
CP048240.1-102,4,1147
CP048240.1-103,9,969
CP048240.1-104,23,507
CP048240.1-105,16,689
CP048240.1-106,44,172
CP048240.1-107,36,250
CP048240.1-108,2,1210
CP048240.1-109,13,809
CP048240.1-110,13,810
CP048240.1-111,31,317
CP048240.1-112,22,541
CP048240.1-113,9,970
CP048240.1-114,6,1071
CP048240.1-115,30,336
CP048240.1-116,11,882
CP048240.1-117,34,274
CP048240.1-118,14,758
CP048240.1-119,10,927
CP048240.1-120,23,508
CP048240.1-121,10,928
CP048240.1-122,6,1072
CP048240.1-123,15,722
CP048240.1-124,24,478
CP048240.1-125,6,1073
CP048240.1-126,37,233
CP048240.1-127,35,257
CP048240.1-128,14,759
CP048240.1-129,26,430
CP048240.1-130,6,1074
CP048241.1-0,3,1176
CP048241.1-1,1,1235
CP048241.1-2,19,612
CP048241.1-3,11,883
CP048241.1-4,25,458
CP048241.1-5,11,884
CP048241.1-6,14,760
CP048241.1-7,30,337
CP048241.1-8,3,1177
CP048241.1-9,34,275
CP048241.1-10,10,929
CP048241.1-11,40,204
CP048241.1-12,8,1009
CP048241.1-13,4,1148
CP048241.1-14,15,723
CP048241.1-15,17,665
CP048241.1-16,8,1010
CP048241.1-17,2,1211
CP048241.1-18,35,258
CP048241.1-19,4,1149
CP048241.1-20,2,1212
CP048241.1-21,4,1150
CP048241.1-22,49,144
CP048241.1-23,6,1075
CP048241.1-24,14,761
CP048241.1-25,7,1040
CP048241.1-26,3,1178
CP048241.1-27,10,930
CP048241.1-28,11,885
CP048241.1-29,16,690
CP048241.1-30,2,1213
CP048241.1-31,3,1179
CP048241.1-32,7,1041
CP048241.1-33,21,565
CP048241.1-34,8,1011
CP048241.1-35,29,357
CP048241.1-36,14,762
CP048241.1-37,17,666
CP048241.1-38,29,358
CP048241.1-39,10,931
CP048241.1-40,20,584
CP048241.1-41,2,1214
CP048241.1-42,9,971
CP048241.1-43,15,724
CP048241.1-44,22,542
CP048241.1-45,23,509
CP048241.1-46,34,276
CP048241.1-47,28,378
CP048241.1-48,27,403
CP048241.1-49,32,303
CP048241.1-50,20,585
CP048241.1-51,23,510
CP048241.1-52,7,1042
CP048241.1-53,3,1180
CP048241.1-54,19,613
CP048241.1-55,15,725
CP048241.1-56,16,691
CP048241.1-57,24,479
CP048241.1-58,19,614
CP048241.1-59,11,886
CP048241.1-60,14,763
CP048241.1-61,25,459
CP048241.1-62,21,566
CP048241.1-63,6,1076
CP048241.1-64,18,639
CP048241.1-65,19,615
CP048241.1-66,31,318
CP048241.1-67,26,431
CP048241.1-68,29,359
CP048241.1-69,24,480
CP048241.1-70,4,1151
CP048241.1-71,6,1077
CP048241.1-72,13,811
CP048241.1-73,8,1012
CP048241.1-74,16,692
CP048241.1-75,23,511
CP048241.1-76,27,404
CP048241.1-77,12,844
CP048241.1-78,26,432
CP048241.1-79,62,83
CP048241.1-80,4,1152
CP048241.1-81,17,667
CP048241.1-82,9,972
CP048241.1-83,22,543
CP048241.1-84,24,481
CP048241.1-85,34,277
CP048241.1-86,12,845
CP048241.1-87,14,764
CP048241.1-88,16,693
CP048241.1-89,28,379
CP048241.1-90,18,640
CP048241.1-91,58,98
CP048241.1-92,75,52
CP048241.1-93,28,380
CP048241.1-94,33,287
CP048241.1-95,25,460
CP048241.1-96,3,1181
CP048241.1-97,6,1078
CP048241.1-98,56,105
CP048241.1-99,7,1043
CP048241.1-100,27,405
CP048241.1-101,12,846
CP048241.1-102,20,586
CP048241.1-103,39,211
CP048241.1-104,8,1013
CP048241.1-105,14,765
CP048241.1-106,27,406
CP048241.1-107,13,812
CP048241.1-108,23,512
CP048241.1-109,11,887
CP048241.1-110,32,304
CP048241.1-111,8,1014
CP048241.1-112,3,1182
CP048241.1-113,2,1215
CP048241.1-114,11,888
CP048241.1-115,32,305
CP048241.1-116,24,482
CP048241.1-117,47,151
CP048241.1-118,21,567
CP048241.1-119,28,381
CP048241.1-120,16,694
CP048241.1-121,7,1044
CP048241.1-122,9,973
CP048241.1-123,30,338
CP048241.1-124,47,152
