bin_start_bp	mean_reads_across_arms	n_arms
476000	674.818	22
477000	1725.23	22
478000	797.318	22
479000	378.045	22
480000	351.045	22
481000	180.682	22
482000	412.227	22
483000	252.545	22
484000	771.818	22
485000	484.136	22
486000	917.136	22
487000	676.773	22
488000	990.045	22
489000	466.273	22
490000	585.909	22
491000	133	22
492000	310	22
493000	185.136	22
494000	230.591	22
495000	571.955	22
496000	1182.64	22
497000	454.273	22
498000	271.364	22
499000	244.909	22
500000	330.227	22
