Bin index,yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2 rank
CP048231.1-31,2,721
CP048231.1-32,3,574
CP048231.1-33,2,722
CP048231.1-34,2,723
CP048231.1-35,25,22
CP048231.1-36,0,1067
CP048231.1-37,38,7
CP048231.1-38,40,5
CP048231.1-39,2,724
CP048231.1-40,4,471
CP048231.1-41,7,253
CP048231.1-42,11,132
CP048231.1-43,8,218
CP048231.1-44,36,9
CP048231.1-45,15,71
CP048231.1-46,13,90
CP048231.1-47,19,40
CP048231.1-48,18,44
CP048232.1-0,0,1068
CP048232.1-1,0,1069
CP048232.1-2,4,472
CP048232.1-3,3,575
CP048232.1-4,2,725
CP048232.1-5,8,219
CP048232.1-6,1,888
CP048232.1-7,3,576
CP048232.1-8,2,726
CP048232.1-9,3,577
CP048232.1-10,6,313
CP048232.1-11,6,314
CP048232.1-12,2,727
CP048232.1-13,3,578
CP048232.1-14,3,579
CP048232.1-15,2,728
CP048232.1-16,13,91
CP048232.1-17,4,473
CP048232.1-18,5,373
CP048232.1-19,6,315
CP048232.1-20,2,729
CP048232.1-21,5,374
CP048232.1-22,2,730
CP048232.1-23,12,107
CP048232.1-24,12,108
CP048232.1-25,1,889
CP048232.1-26,3,580
CP048232.1-27,9,182
CP048232.1-28,11,133
CP048232.1-29,3,581
CP048232.1-30,1,890
CP048232.1-31,10,157
CP048232.1-32,9,183
CP048232.1-33,4,474
CP048232.1-34,14,80
CP048232.1-35,20,36
CP048232.1-36,16,63
CP048232.1-37,15,72
CP048232.1-38,13,92
CP048232.1-39,18,45
CP048232.1-40,28,16
CP048232.1-41,11,134
CP048232.1-42,28,17
CP048232.1-43,52,1
CP048232.1-44,15,73
CP048232.1-45,14,81
CP048232.1-46,3,582
CP048232.1-47,17,54
CP048232.1-48,5,375
CP048232.1-49,3,583
CP048232.1-50,7,254
CP048232.1-51,1,891
CP048232.1-52,1,892
CP048233.1-0,0,1070
CP048233.1-1,1,893
CP048233.1-2,9,184
CP048233.1-3,6,316
CP048233.1-4,1,894
CP048233.1-5,5,376
CP048233.1-6,3,584
CP048233.1-7,0,1071
CP048233.1-8,7,255
CP048233.1-9,8,220
CP048233.1-10,9,185
CP048233.1-11,0,1072
CP048233.1-12,2,731
CP048233.1-13,5,377
CP048233.1-14,1,895
CP048233.1-15,2,732
CP048233.1-16,4,475
CP048233.1-17,0,1073
CP048233.1-18,10,158
CP048233.1-19,0,1074
CP048233.1-20,2,733
CP048233.1-21,4,476
CP048233.1-22,1,896
CP048233.1-23,1,897
CP048233.1-24,5,378
CP048233.1-25,7,256
CP048233.1-26,0,1075
CP048233.1-27,0,1076
CP048233.1-28,1,898
CP048233.1-29,3,585
CP048233.1-30,4,477
CP048233.1-31,1,899
CP048233.1-32,0,1077
CP048233.1-33,3,586
CP048233.1-34,2,734
CP048233.1-35,1,900
CP048233.1-36,1,901
CP048233.1-37,3,587
CP048233.1-38,3,588
CP048233.1-39,0,1078
CP048233.1-40,5,379
CP048233.1-41,3,589
CP048233.1-42,1,902
CP048233.1-43,2,735
CP048233.1-44,4,478
CP048233.1-45,5,380
CP048233.1-46,3,590
CP048233.1-47,7,257
CP048233.1-48,2,736
CP048233.1-49,6,317
CP048233.1-50,6,318
CP048233.1-51,2,737
CP048233.1-52,2,738
CP048233.1-53,17,55
CP048233.1-54,15,74
CP048233.1-55,32,11
CP048233.1-56,7,258
CP048233.1-57,18,46
CP048233.1-58,13,93
CP048233.1-59,11,135
CP048233.1-60,28,18
CP048233.1-61,5,381
CP048233.1-62,8,221
CP048233.1-63,9,186
CP048233.1-64,45,3
CP048233.1-65,6,319
CP048233.1-66,24,25
CP048233.1-67,8,222
CP048233.1-68,13,94
CP048234.1-0,0,1079
CP048234.1-1,1,903
CP048234.1-2,0,1080
CP048234.1-3,0,1081
CP048234.1-4,0,1082
CP048234.1-5,0,1083
CP048234.1-6,3,591
CP048234.1-7,4,479
CP048234.1-8,5,382
CP048234.1-9,3,592
CP048234.1-10,5,383
CP048234.1-11,2,739
CP048234.1-12,12,109
CP048234.1-13,13,95
CP048234.1-14,12,110
CP048234.1-15,4,480
CP048234.1-16,1,904
CP048234.1-17,1,905
CP048234.1-18,2,740
CP048234.1-19,12,111
CP048234.1-20,13,96
CP048234.1-21,9,187
CP048234.1-22,11,136
CP048234.1-23,28,19
CP048234.1-24,4,481
CP048234.1-25,11,137
CP048234.1-26,7,259
CP048234.1-27,7,260
CP048234.1-28,9,188
CP048234.1-29,10,159
CP048234.1-30,15,75
CP048234.1-31,24,26
CP048234.1-32,11,138
CP048234.1-33,9,189
CP048234.1-34,0,1084
CP048234.1-35,4,482
CP048234.1-36,8,223
CP048234.1-37,6,320
CP048234.1-38,7,261
CP048234.1-39,11,139
CP048234.1-40,3,593
CP048234.1-41,4,483
CP048234.1-42,1,906
CP048234.1-43,14,82
CP048234.1-44,17,56
CP048234.1-45,3,594
CP048234.1-46,13,97
CP048234.1-47,1,907
CP048234.1-48,3,595
CP048234.1-49,13,98
CP048234.1-50,6,321
CP048234.1-51,2,741
CP048234.1-52,8,224
CP048234.1-53,1,908
CP048234.1-54,0,1085
CP048234.1-55,1,909
CP048234.1-56,9,190
CP048234.1-57,7,262
CP048234.1-58,10,160
CP048234.1-59,4,484
CP048234.1-60,0,1086
CP048234.1-61,5,384
CP048234.1-62,8,225
CP048234.1-63,2,742
CP048234.1-64,5,385
CP048234.1-65,5,386
CP048234.1-66,5,387
CP048234.1-67,5,388
CP048235.1-0,0,1087
CP048235.1-1,0,1088
CP048235.1-2,0,1089
CP048235.1-3,3,596
CP048235.1-4,4,485
CP048235.1-5,6,322
CP048235.1-6,0,1090
CP048235.1-7,10,161
CP048235.1-8,14,83
CP048235.1-9,1,910
CP048235.1-10,9,191
CP048235.1-11,1,911
CP048235.1-12,1,912
CP048235.1-13,3,597
CP048235.1-14,9,192
CP048235.1-15,4,486
CP048235.1-16,21,33
CP048235.1-17,3,598
CP048235.1-18,8,226
CP048235.1-19,11,140
CP048235.1-20,14,84
CP048235.1-21,5,389
CP048235.1-22,4,487
CP048235.1-23,14,85
CP048235.1-24,32,12
CP048235.1-25,12,112
CP048235.1-26,4,488
CP048235.1-27,15,76
CP048235.1-28,1,913
CP048235.1-29,8,227
CP048235.1-30,17,57
CP048235.1-31,7,263
CP048235.1-32,2,743
CP048235.1-33,2,744
CP048235.1-34,14,86
CP048235.1-35,3,599
CP048235.1-36,3,600
CP048235.1-37,10,162
CP048235.1-38,2,745
CP048235.1-39,1,914
CP048235.1-40,2,746
CP048235.1-41,0,1091
CP048235.1-42,2,747
CP048235.1-43,11,141
CP048235.1-44,0,1092
CP048235.1-45,2,748
CP048235.1-46,5,390
CP048235.1-47,4,489
CP048235.1-48,5,391
CP048235.1-49,1,915
CP048235.1-50,12,113
CP048235.1-51,2,749
CP048235.1-52,1,916
CP048235.1-53,4,490
CP048235.1-54,2,750
CP048235.1-55,6,323
CP048235.1-56,1,917
CP048235.1-57,3,601
CP048235.1-58,2,751
CP048235.1-59,2,752
CP048235.1-60,7,264
CP048235.1-61,2,753
CP048235.1-62,3,602
CP048235.1-63,2,754
CP048235.1-64,2,755
CP048235.1-65,0,1093
CP048235.1-66,1,918
CP048235.1-67,1,919
CP048235.1-68,5,392
CP048235.1-69,2,756
CP048235.1-70,6,324
CP048235.1-71,1,920
CP048235.1-72,0,1094
CP048235.1-73,5,393
CP048235.1-74,3,603
CP048235.1-75,13,99
CP048235.1-76,1,921
CP048235.1-77,1,922
CP048235.1-78,1,923
CP048235.1-79,6,325
CP048235.1-80,4,491
CP048235.1-81,5,394
CP048235.1-82,4,492
CP048235.1-83,5,395
CP048235.1-84,4,493
CP048235.1-85,1,924
CP048235.1-86,3,604
CP048235.1-87,0,1095
CP048235.1-88,6,326
CP048235.1-89,1,925
CP048235.1-90,7,265
CP048235.1-91,3,605
CP048235.1-92,3,606
CP048236.1-0,1,926
CP048236.1-1,0,1096
CP048236.1-2,0,1097
CP048236.1-3,9,193
CP048236.1-4,19,41
CP048236.1-5,23,28
CP048236.1-6,2,757
CP048236.1-7,9,194
CP048236.1-8,22,31
CP048236.1-9,12,114
CP048236.1-10,3,607
CP048236.1-11,11,142
CP048236.1-12,15,77
CP048236.1-13,9,195
CP048236.1-14,5,396
CP048236.1-15,4,494
CP048236.1-16,6,327
CP048236.1-17,1,927
CP048236.1-18,2,758
CP048236.1-19,13,100
CP048236.1-20,11,143
CP048236.1-21,0,1098
CP048236.1-22,2,759
CP048236.1-23,6,328
CP048236.1-24,2,760
CP048236.1-25,1,928
CP048236.1-26,6,329
CP048236.1-27,9,196
CP048236.1-28,8,228
CP048236.1-29,5,397
CP048236.1-30,0,1099
CP048236.1-31,3,608
CP048236.1-32,2,761
CP048236.1-33,5,398
CP048236.1-34,0,1100
CP048236.1-35,0,1101
CP048236.1-36,3,609
CP048236.1-37,1,929
CP048236.1-38,5,399
CP048236.1-39,10,163
CP048236.1-40,2,762
CP048236.1-41,2,763
CP048236.1-42,3,610
CP048236.1-43,3,611
CP048236.1-44,6,330
CP048236.1-45,0,1102
CP048236.1-46,1,930
CP048236.1-47,7,266
CP048236.1-48,0,1103
CP048236.1-49,3,612
CP048236.1-50,1,931
CP048236.1-51,9,197
CP048236.1-52,1,932
CP048236.1-53,4,495
CP048236.1-54,3,613
CP048236.1-55,7,267
CP048236.1-56,7,268
CP048236.1-57,6,331
CP048236.1-58,3,614
CP048236.1-59,3,615
CP048236.1-60,3,616
CP048236.1-61,0,1104
CP048236.1-62,1,933
CP048236.1-63,4,496
CP048236.1-64,5,400
CP048236.1-65,0,1105
CP048236.1-66,5,401
CP048236.1-67,2,764
CP048236.1-68,0,1106
CP048236.1-69,1,934
CP048236.1-70,18,47
CP048236.1-71,3,617
CP048236.1-72,3,618
CP048236.1-73,5,402
CP048236.1-74,4,497
CP048236.1-75,0,1107
CP048236.1-76,3,619
CP048236.1-77,6,332
CP048236.1-78,0,1108
CP048236.1-79,5,403
CP048236.1-80,0,1109
CP048236.1-81,1,935
CP048236.1-82,0,1110
CP048236.1-83,3,620
CP048236.1-84,11,144
CP048236.1-85,1,936
CP048236.1-86,1,937
CP048236.1-87,7,269
CP048236.1-88,5,404
CP048236.1-89,3,621
CP048236.1-90,0,1111
CP048236.1-91,3,622
CP048236.1-92,6,333
CP048236.1-93,9,198
CP048236.1-94,4,498
CP048236.1-95,2,765
CP048236.1-96,2,766
CP048236.1-97,0,1112
CP048236.1-98,3,623
CP048236.1-99,1,938
CP048237.1-0,0,1113
CP048237.1-1,0,1114
CP048237.1-2,2,767
CP048237.1-3,5,405
CP048237.1-4,4,499
CP048237.1-5,3,624
CP048237.1-6,0,1115
CP048237.1-7,12,115
CP048237.1-8,0,1116
CP048237.1-9,2,768
CP048237.1-10,1,939
CP048237.1-11,3,625
CP048237.1-12,1,940
CP048237.1-13,2,769
CP048237.1-14,5,406
CP048237.1-15,1,941
CP048237.1-16,1,942
CP048237.1-17,4,500
CP048237.1-18,2,770
CP048237.1-19,3,626
CP048237.1-20,1,943
CP048237.1-21,3,627
CP048237.1-22,2,771
CP048237.1-23,2,772
CP048237.1-24,6,334
CP048237.1-25,4,501
CP048237.1-26,1,944
CP048237.1-27,0,1117
CP048237.1-28,4,502
CP048237.1-29,0,1118
CP048237.1-30,0,1119
CP048237.1-31,1,945
CP048237.1-32,4,503
CP048237.1-33,0,1120
CP048237.1-34,2,773
CP048237.1-35,4,504
CP048237.1-36,1,946
CP048237.1-37,1,947
CP048237.1-38,8,229
CP048237.1-39,7,270
CP048237.1-40,7,271
CP048237.1-41,1,948
CP048237.1-42,1,949
CP048237.1-43,2,774
CP048237.1-44,1,950
CP048237.1-45,0,1121
CP048237.1-46,7,272
CP048237.1-47,0,1122
CP048237.1-48,5,407
CP048237.1-49,1,951
CP048237.1-50,0,1123
CP048237.1-51,5,408
CP048237.1-52,3,628
CP048237.1-53,0,1124
CP048237.1-54,5,409
CP048237.1-55,2,775
CP048237.1-56,0,1125
CP048237.1-57,4,505
CP048237.1-58,3,629
CP048237.1-59,2,776
CP048237.1-60,1,952
CP048237.1-61,7,273
CP048237.1-62,3,630
CP048237.1-63,2,777
CP048237.1-64,7,274
CP048237.1-65,2,778
CP048237.1-66,1,953
CP048237.1-67,3,631
CP048237.1-68,3,632
CP048237.1-69,1,954
CP048237.1-70,5,410
CP048237.1-71,3,633
CP048237.1-72,1,955
CP048237.1-73,13,101
CP048237.1-74,2,779
CP048237.1-75,11,145
CP048237.1-76,0,1126
CP048237.1-77,0,1127
CP048237.1-78,5,411
CP048237.1-79,3,634
CP048237.1-80,4,506
CP048237.1-81,11,146
CP048237.1-82,16,64
CP048237.1-83,4,507
CP048237.1-84,1,956
CP048237.1-85,18,48
CP048237.1-86,12,116
CP048237.1-87,10,164
CP048237.1-88,7,275
CP048237.1-89,6,335
CP048237.1-90,5,412
CP048237.1-91,21,34
CP048237.1-92,8,230
CP048237.1-93,5,413
CP048237.1-94,5,414
CP048237.1-95,24,27
CP048237.1-96,2,780
CP048237.1-97,51,2
CP048237.1-98,25,23
CP048237.1-99,43,4
CP048237.1-100,10,165
CP048237.1-101,5,415
CP048237.1-102,4,508
CP048237.1-103,5,416
CP048237.1-104,5,417
CP048238.1-0,0,1128
CP048238.1-1,0,1129
CP048238.1-2,4,509
CP048238.1-3,1,957
CP048238.1-4,9,199
CP048238.1-5,1,958
CP048238.1-6,9,200
CP048238.1-7,4,510
CP048238.1-8,3,635
CP048238.1-9,1,959
CP048238.1-10,4,511
CP048238.1-11,5,418
CP048238.1-12,5,419
CP048238.1-13,5,420
CP048238.1-14,3,636
CP048238.1-15,9,201
CP048238.1-16,10,166
CP048238.1-17,15,78
CP048238.1-18,11,147
CP048238.1-19,9,202
CP048238.1-20,2,781
CP048238.1-21,1,960
CP048238.1-22,3,637
CP048238.1-23,3,638
CP048238.1-24,1,961
CP048238.1-25,2,782
CP048238.1-26,4,512
CP048238.1-27,9,203
CP048238.1-28,5,421
CP048238.1-29,6,336
CP048238.1-30,1,962
CP048238.1-31,17,58
CP048238.1-32,11,148
CP048238.1-33,5,422
CP048238.1-34,5,423
CP048238.1-35,21,35
CP048238.1-36,7,276
CP048238.1-37,3,639
CP048238.1-38,6,337
CP048238.1-39,19,42
CP048238.1-40,28,20
CP048238.1-41,4,513
CP048238.1-42,3,640
CP048238.1-43,13,102
CP048238.1-44,37,8
CP048238.1-45,12,117
CP048238.1-46,2,783
CP048238.1-47,11,149
CP048238.1-48,15,79
CP048238.1-49,5,424
CP048238.1-50,5,425
CP048238.1-51,5,426
CP048238.1-52,4,514
CP048238.1-53,7,277
CP048238.1-54,10,167
CP048238.1-55,16,65
CP048238.1-56,8,231
CP048238.1-57,4,515
CP048238.1-58,0,1130
CP048238.1-59,1,963
CP048238.1-60,0,1131
CP048238.1-61,0,1132
CP048238.1-62,2,784
CP048238.1-63,0,1133
CP048238.1-64,1,964
CP048238.1-65,0,1134
CP048238.1-66,1,965
CP048238.1-67,3,641
CP048238.1-68,9,204
CP048238.1-69,3,642
CP048238.1-70,8,232
CP048238.1-71,8,233
CP048238.1-72,1,966
CP048238.1-73,5,427
CP048239.1-0,1,967
CP048239.1-1,0,1135
CP048239.1-2,2,785
CP048239.1-3,8,234
CP048239.1-4,1,968
CP048239.1-5,7,278
CP048239.1-6,7,279
CP048239.1-7,3,643
CP048239.1-8,4,516
CP048239.1-9,1,969
CP048239.1-10,12,118
CP048239.1-11,2,786
CP048239.1-12,3,644
CP048239.1-13,0,1136
CP048239.1-14,6,338
CP048239.1-15,11,150
CP048239.1-16,2,787
CP048239.1-17,17,59
CP048239.1-18,12,119
CP048239.1-19,5,428
CP048239.1-20,7,280
CP048239.1-21,4,517
CP048239.1-22,10,168
CP048239.1-23,29,15
CP048239.1-24,11,151
CP048239.1-25,8,235
CP048239.1-26,5,429
CP048239.1-27,12,120
CP048239.1-28,9,205
CP048239.1-29,12,121
CP048239.1-30,6,339
CP048239.1-31,13,103
CP048239.1-32,2,788
CP048239.1-33,6,340
CP048239.1-34,2,789
CP048239.1-35,5,430
CP048239.1-36,5,431
CP048239.1-37,0,1137
CP048239.1-38,0,1138
CP048239.1-39,1,970
CP048239.1-40,7,281
CP048239.1-41,8,236
CP048239.1-42,2,790
CP048239.1-43,1,971
CP048239.1-44,4,518
CP048239.1-45,2,791
CP048239.1-46,0,1139
CP048239.1-47,1,972
CP048239.1-48,2,792
CP048239.1-49,2,793
CP048239.1-50,1,973
CP048239.1-51,2,794
CP048239.1-52,0,1140
CP048239.1-53,0,1141
CP048239.1-54,0,1142
CP048239.1-55,3,645
CP048239.1-56,1,974
CP048239.1-57,1,975
CP048239.1-58,0,1143
CP048239.1-59,4,519
CP048239.1-60,4,520
CP048239.1-61,5,432
CP048239.1-62,4,521
CP048239.1-63,0,1144
CP048239.1-64,2,795
CP048239.1-65,6,341
CP048239.1-66,3,646
CP048239.1-67,2,796
CP048239.1-68,3,647
CP048239.1-69,1,976
CP048239.1-70,0,1145
CP048239.1-71,7,282
CP048239.1-72,10,169
CP048239.1-73,1,977
CP048239.1-74,1,978
CP048239.1-75,1,979
CP048239.1-76,2,797
CP048239.1-77,3,648
CP048239.1-78,2,798
CP048239.1-79,1,980
CP048239.1-80,2,799
CP048239.1-81,0,1146
CP048239.1-82,0,1147
CP048239.1-83,1,981
CP048239.1-84,2,800
CP048239.1-85,0,1148
CP048239.1-86,3,649
CP048239.1-87,3,650
CP048239.1-88,5,433
CP048239.1-89,2,801
CP048239.1-90,3,651
CP048239.1-91,1,982
CP048239.1-92,2,802
CP048239.1-93,1,983
CP048239.1-94,1,984
CP048239.1-95,3,652
CP048239.1-96,4,522
CP048239.1-97,0,1149
CP048239.1-98,0,1150
CP048239.1-99,7,283
CP048239.1-100,3,653
CP048239.1-101,4,523
CP048239.1-102,4,524
CP048239.1-103,2,803
CP048239.1-104,2,804
CP048239.1-105,3,654
CP048239.1-106,4,525
CP048239.1-107,0,1151
CP048239.1-108,0,1152
CP048239.1-109,0,1153
CP048239.1-110,1,985
CP048239.1-111,1,986
CP048239.1-112,1,987
CP048239.1-113,2,805
CP048239.1-114,1,988
CP048239.1-115,3,655
CP048239.1-116,4,526
CP048239.1-117,3,656
CP048239.1-118,3,657
CP048239.1-119,10,170
CP048239.1-120,2,806
CP048240.1-0,0,1154
CP048240.1-1,0,1155
CP048240.1-2,5,434
CP048240.1-3,11,152
CP048240.1-4,4,527
CP048240.1-5,0,1156
CP048240.1-6,7,284
CP048240.1-7,6,342
CP048240.1-8,6,343
CP048240.1-9,2,807
CP048240.1-10,1,989
CP048240.1-11,2,808
CP048240.1-12,2,809
CP048240.1-13,1,990
CP048240.1-14,12,122
CP048240.1-15,6,344
CP048240.1-16,4,528
CP048240.1-17,6,345
CP048240.1-18,10,171
CP048240.1-19,12,123
CP048240.1-20,6,346
CP048240.1-21,5,435
CP048240.1-22,8,237
CP048240.1-23,4,529
CP048240.1-24,17,60
CP048240.1-25,27,21
CP048240.1-26,18,49
CP048240.1-27,23,29
CP048240.1-28,14,87
CP048240.1-29,32,13
CP048240.1-30,8,238
CP048240.1-31,9,206
CP048240.1-32,13,104
CP048240.1-33,4,530
CP048240.1-34,12,124
CP048240.1-35,1,991
CP048240.1-36,6,347
CP048240.1-37,6,348
CP048240.1-38,2,810
CP048240.1-39,4,531
CP048240.1-40,11,153
CP048240.1-41,4,532
CP048240.1-42,2,811
CP048240.1-43,1,992
CP048240.1-44,0,1157
CP048240.1-45,7,285
CP048240.1-46,3,658
CP048240.1-47,1,993
CP048240.1-48,4,533
CP048240.1-49,0,1158
CP048240.1-50,3,659
CP048240.1-51,2,812
CP048240.1-52,1,994
CP048240.1-53,1,995
CP048240.1-54,1,996
CP048240.1-55,0,1159
CP048240.1-56,3,660
CP048240.1-57,3,661
CP048240.1-58,3,662
CP048240.1-59,3,663
CP048240.1-60,5,436
CP048240.1-61,9,207
CP048240.1-62,2,813
CP048240.1-63,2,814
CP048240.1-64,0,1160
CP048240.1-65,1,997
CP048240.1-66,0,1161
CP048240.1-67,2,815
CP048240.1-68,2,816
CP048240.1-69,2,817
CP048240.1-70,2,818
CP048240.1-71,2,819
CP048240.1-72,7,286
CP048240.1-73,5,437
CP048240.1-74,2,820
CP048240.1-75,1,998
CP048240.1-76,4,534
CP048240.1-77,5,438
CP048240.1-78,1,999
CP048240.1-79,1,1000
CP048240.1-80,2,821
CP048240.1-81,2,822
CP048240.1-82,0,1162
CP048240.1-83,0,1163
CP048240.1-84,1,1001
CP048240.1-85,3,664
CP048240.1-86,5,439
CP048240.1-87,1,1002
CP048240.1-88,13,105
CP048240.1-89,4,535
CP048240.1-90,1,1003
CP048240.1-91,4,536
CP048240.1-92,0,1164
CP048240.1-93,5,440
CP048240.1-94,1,1004
CP048240.1-95,3,665
CP048240.1-96,0,1165
CP048240.1-97,3,666
CP048240.1-98,1,1005
CP048240.1-99,5,441
CP048240.1-100,0,1166
CP048240.1-101,0,1167
CP048240.1-102,1,1006
CP048240.1-103,2,823
CP048240.1-104,3,667
CP048240.1-105,3,668
CP048240.1-106,12,125
CP048240.1-107,7,287
CP048240.1-108,1,1007
CP048240.1-109,0,1168
CP048240.1-110,0,1169
CP048240.1-111,4,537
CP048240.1-112,5,442
CP048240.1-113,6,349
CP048240.1-114,0,1170
CP048240.1-115,6,350
CP048240.1-116,0,1171
CP048240.1-117,6,351
CP048240.1-118,3,669
CP048240.1-119,3,670
CP048240.1-120,2,824
CP048240.1-121,1,1008
CP048240.1-122,2,825
CP048240.1-123,1,1009
CP048240.1-124,0,1172
CP048240.1-125,0,1173
CP048240.1-126,8,239
CP048240.1-127,6,352
CP048240.1-128,3,671
CP048240.1-129,6,353
CP048241.1-0,0,1174
CP048241.1-1,0,1175
CP048241.1-2,3,672
CP048241.1-3,3,673
CP048241.1-4,6,354
CP048241.1-5,1,1010
CP048241.1-6,3,674
CP048241.1-7,3,675
CP048241.1-8,0,1176
CP048241.1-9,5,443
CP048241.1-10,2,826
CP048241.1-11,12,126
CP048241.1-12,1,1011
CP048241.1-13,1,1012
CP048241.1-14,0,1177
CP048241.1-15,3,676
CP048241.1-16,1,1013
CP048241.1-17,1,1014
CP048241.1-18,11,154
CP048241.1-19,1,1015
CP048241.1-20,1,1016
CP048241.1-21,2,827
CP048241.1-22,10,172
CP048241.1-23,0,1178
CP048241.1-24,0,1179
CP048241.1-25,0,1180
CP048241.1-26,1,1017
CP048241.1-27,0,1181
CP048241.1-28,2,828
CP048241.1-29,5,444
CP048241.1-30,1,1018
CP048241.1-31,1,1019
CP048241.1-32,0,1182
CP048241.1-33,3,677
CP048241.1-34,4,538
CP048241.1-35,9,208
CP048241.1-36,1,1020
CP048241.1-37,2,829
CP048241.1-38,6,355
CP048241.1-39,2,830
CP048241.1-40,2,831
CP048241.1-41,2,832
CP048241.1-42,1,1021
CP048241.1-43,0,1183
CP048241.1-44,1,1022
CP048241.1-45,3,678
CP048241.1-46,4,539
CP048241.1-47,4,540
CP048241.1-48,4,541
CP048241.1-49,3,679
CP048241.1-50,4,542
CP048241.1-51,2,833
CP048241.1-52,2,834
CP048241.1-53,0,1184
CP048241.1-54,4,543
CP048241.1-55,0,1185
CP048241.1-56,2,835
CP048241.1-57,3,680
CP048241.1-58,3,681
CP048241.1-59,0,1186
CP048241.1-60,2,836
CP048241.1-61,5,445
CP048241.1-62,2,837
CP048241.1-63,4,544
CP048241.1-64,4,545
CP048241.1-65,4,546
CP048241.1-66,7,288
CP048241.1-67,4,547
CP048241.1-68,5,446
CP048241.1-69,5,447
CP048241.1-70,1,1023
CP048241.1-71,0,1187
CP048241.1-72,0,1188
CP048241.1-73,1,1024
CP048241.1-74,3,682
CP048241.1-75,6,356
CP048241.1-76,3,683
CP048241.1-77,1,1025
CP048241.1-78,4,548
CP048241.1-79,7,289
CP048241.1-80,2,838
CP048241.1-81,2,839
CP048241.1-82,1,1026
CP048241.1-83,2,840
CP048241.1-84,2,841
CP048241.1-85,7,290
CP048241.1-86,8,240
CP048241.1-87,5,448
CP048241.1-88,5,449
CP048241.1-89,7,291
CP048241.1-90,2,842
CP048241.1-91,5,450
CP048241.1-92,16,66
CP048241.1-93,5,451
CP048241.1-94,7,292
CP048241.1-95,1,1027
CP048241.1-96,1,1028
CP048241.1-97,2,843
CP048241.1-98,10,173
CP048241.1-99,2,844
CP048241.1-100,2,845
CP048241.1-101,2,846
CP048241.1-102,5,452
CP048241.1-103,6,357
CP048241.1-104,2,847
CP048241.1-105,3,684
CP048241.1-106,2,848
CP048241.1-107,3,685
CP048241.1-108,5,453
CP048241.1-109,0,1189
CP048241.1-110,4,549
CP048241.1-111,4,550
CP048241.1-112,0,1190
CP048241.1-113,0,1191
CP048241.1-114,0,1192
CP048241.1-115,8,241
CP048241.1-116,7,293
CP048241.1-117,7,294
CP048241.1-118,2,849
CP048241.1-119,5,454
CP048241.1-120,3,686
CP048241.1-121,1,1029
CP048241.1-122,2,850
CP048241.1-123,4,551
CP048241.1-124,16,67
CP048241.1-125,8,242
CP048241.1-126,3,687
CP048241.1-127,7,295
CP048241.1-128,6,358
CP048241.1-129,0,1193
CP048241.1-130,1,1030
CP048241.1-131,3,688
CP048241.1-132,14,88
CP048241.1-133,3,689
CP048241.1-134,16,68
CP048241.1-135,25,24
CP048241.1-136,8,243
CP048241.1-137,16,69
CP048241.1-138,23,30
CP048241.1-139,9,209
CP048241.1-140,3,690
CP048241.1-141,4,552
CP048241.1-142,0,1194
CP048241.1-143,7,296
CP048241.1-144,0,1195
