Bin index,yH299-parent-pool4,yH299-parent-pool4 rank
CP048234.1-5,2,670
CP048234.1-6,4,396
CP048234.1-7,0,1072
CP048234.1-8,4,397
CP048234.1-9,1,858
CP048234.1-10,1,859
CP048234.1-11,1,860
CP048234.1-12,7,177
CP048234.1-13,7,178
CP048234.1-14,8,152
CP048234.1-15,3,516
CP048234.1-16,1,861
CP048234.1-17,5,293
CP048234.1-18,2,671
CP048234.1-19,7,179
CP048234.1-20,6,234
CP048234.1-21,9,124
CP048234.1-22,9,125
CP048234.1-23,17,39
CP048234.1-24,8,153
CP048234.1-25,8,154
CP048234.1-26,10,95
CP048234.1-27,7,180
CP048234.1-28,13,58
CP048234.1-29,4,398
CP048234.1-30,9,126
CP048234.1-31,17,40
CP048234.1-32,7,181
CP048234.1-33,3,517
CP048234.1-34,5,294
CP048234.1-35,2,672
CP048234.1-36,6,235
CP048234.1-37,2,673
CP048234.1-38,5,295
CP048234.1-39,9,127
CP048234.1-40,1,862
CP048234.1-41,4,399
CP048234.1-42,2,674
CP048234.1-43,12,70
CP048234.1-44,13,59
CP048234.1-45,1,863
CP048234.1-46,10,96
CP048234.1-47,3,518
CP048234.1-48,5,296
CP048234.1-49,9,128
CP048234.1-50,3,519
CP048234.1-51,0,1073
CP048234.1-52,5,297
CP048234.1-53,1,864
CP048234.1-54,1,865
CP048234.1-55,2,675
CP048234.1-56,2,676
CP048234.1-57,6,236
CP048234.1-58,11,83
CP048234.1-59,2,677
CP048234.1-60,0,1074
CP048234.1-61,4,400
CP048234.1-62,7,182
CP048234.1-63,7,183
CP048234.1-64,4,401
CP048234.1-65,5,298
CP048234.1-66,8,155
CP048234.1-67,1,866
CP048235.1-0,0,1075
CP048235.1-1,0,1076
CP048235.1-2,0,1077
CP048235.1-3,3,520
CP048235.1-4,3,521
CP048235.1-5,5,299
CP048235.1-6,1,867
CP048235.1-7,5,300
CP048235.1-8,16,44
CP048235.1-9,3,522
CP048235.1-10,2,678
CP048235.1-11,1,868
CP048235.1-12,2,679
CP048235.1-13,4,402
CP048235.1-14,5,301
CP048235.1-15,3,523
CP048235.1-16,20,16
CP048235.1-17,0,1078
CP048235.1-18,4,403
CP048235.1-19,6,237
CP048235.1-20,10,97
CP048235.1-21,3,524
CP048235.1-22,5,302
CP048235.1-23,7,184
CP048235.1-24,22,13
CP048235.1-25,11,84
CP048235.1-26,4,404
CP048235.1-27,7,185
CP048235.1-28,4,405
CP048235.1-29,3,525
CP048235.1-30,7,186
CP048235.1-31,2,680
CP048235.1-32,2,681
CP048235.1-33,4,406
CP048235.1-34,11,85
CP048235.1-35,6,238
CP048235.1-36,0,1079
CP048235.1-37,7,187
CP048235.1-38,1,869
CP048235.1-39,2,682
CP048235.1-40,3,526
CP048235.1-41,0,1080
CP048235.1-42,3,527
CP048235.1-43,7,188
CP048235.1-44,0,1081
CP048235.1-45,1,870
CP048235.1-46,2,683
CP048235.1-47,6,239
CP048235.1-48,6,240
CP048235.1-49,1,871
CP048235.1-50,7,189
CP048235.1-51,4,407
CP048235.1-52,0,1082
CP048235.1-53,6,241
CP048235.1-54,0,1083
CP048235.1-55,1,872
CP048235.1-56,1,873
CP048235.1-57,2,684
CP048235.1-58,2,685
CP048235.1-59,0,1084
CP048235.1-60,1,874
CP048235.1-61,1,875
CP048235.1-62,4,408
CP048235.1-63,3,528
CP048235.1-64,3,529
CP048235.1-65,0,1085
CP048235.1-66,4,409
CP048235.1-67,0,1086
CP048235.1-68,1,876
CP048235.1-69,5,303
CP048235.1-70,7,190
CP048235.1-71,3,530
CP048235.1-72,0,1087
CP048235.1-73,5,304
CP048235.1-74,4,410
CP048235.1-75,12,71
CP048235.1-76,2,686
CP048235.1-77,5,305
CP048235.1-78,1,877
CP048235.1-79,2,687
CP048235.1-80,3,531
CP048235.1-81,4,411
CP048235.1-82,2,688
CP048235.1-83,2,689
CP048235.1-84,1,878
CP048235.1-85,1,879
CP048235.1-86,5,306
CP048235.1-87,5,307
CP048235.1-88,6,242
CP048235.1-89,2,690
CP048235.1-90,3,532
CP048235.1-91,4,412
CP048235.1-92,1,880
CP048235.1-93,1,881
CP048236.1-0,2,691
CP048236.1-1,0,1088
CP048236.1-2,2,692
CP048236.1-3,9,129
CP048236.1-4,12,72
CP048236.1-5,23,12
CP048236.1-6,5,308
CP048236.1-7,7,191
CP048236.1-8,10,98
CP048236.1-9,11,86
CP048236.1-10,8,156
CP048236.1-11,14,53
CP048236.1-12,8,157
CP048236.1-13,7,192
CP048236.1-14,3,533
CP048236.1-15,2,693
CP048236.1-16,6,243
CP048236.1-17,6,244
CP048236.1-18,1,882
CP048236.1-19,7,193
CP048236.1-20,3,534
CP048236.1-21,3,535
CP048236.1-22,2,694
CP048236.1-23,5,309
CP048236.1-24,3,536
CP048236.1-25,0,1089
CP048236.1-26,3,537
CP048236.1-27,10,99
CP048236.1-28,4,413
CP048236.1-29,3,538
CP048236.1-30,0,1090
CP048236.1-31,7,194
CP048236.1-32,4,414
CP048236.1-33,1,883
CP048236.1-34,0,1091
CP048236.1-35,7,195
CP048236.1-36,5,310
CP048236.1-37,2,695
CP048236.1-38,1,884
CP048236.1-39,12,73
CP048236.1-40,1,885
CP048236.1-41,0,1092
CP048236.1-42,2,696
CP048236.1-43,3,539
CP048236.1-44,3,540
CP048236.1-45,1,886
CP048236.1-46,0,1093
CP048236.1-47,7,196
CP048236.1-48,0,1094
CP048236.1-49,2,697
CP048236.1-50,1,887
CP048236.1-51,3,541
CP048236.1-52,1,888
CP048236.1-53,4,415
CP048236.1-54,0,1095
CP048236.1-55,2,698
CP048236.1-56,0,1096
CP048236.1-57,4,416
CP048236.1-58,3,542
CP048236.1-59,3,543
CP048236.1-60,5,311
CP048236.1-61,0,1097
CP048236.1-62,0,1098
CP048236.1-63,4,417
CP048236.1-64,5,312
CP048236.1-65,0,1099
CP048236.1-66,0,1100
CP048236.1-67,0,1101
CP048236.1-68,1,889
CP048236.1-69,1,890
CP048236.1-70,12,74
CP048236.1-71,3,544
CP048236.1-72,1,891
CP048236.1-73,4,418
CP048236.1-74,2,699
CP048236.1-75,1,892
CP048236.1-76,1,893
CP048236.1-77,4,419
CP048236.1-78,1,894
CP048236.1-79,4,420
CP048236.1-80,1,895
CP048236.1-81,4,421
CP048236.1-82,5,313
CP048236.1-83,2,700
CP048236.1-84,3,545
CP048236.1-85,0,1102
CP048236.1-86,3,546
CP048236.1-87,5,314
CP048236.1-88,4,422
CP048236.1-89,2,701
CP048236.1-90,1,896
CP048236.1-91,1,897
CP048236.1-92,5,315
CP048236.1-93,9,130
CP048236.1-94,4,423
CP048236.1-95,0,1103
CP048236.1-96,4,424
CP048236.1-97,0,1104
CP048236.1-98,3,547
CP048236.1-99,3,548
CP048237.1-0,0,1105
CP048237.1-1,0,1106
CP048237.1-2,3,549
CP048237.1-3,4,425
CP048237.1-4,1,898
CP048237.1-5,4,426
CP048237.1-6,0,1107
CP048237.1-7,12,75
CP048237.1-8,2,702
CP048237.1-9,0,1108
CP048237.1-10,3,550
CP048237.1-11,1,899
CP048237.1-12,2,703
CP048237.1-13,2,704
CP048237.1-14,1,900
CP048237.1-15,1,901
CP048237.1-16,1,902
CP048237.1-17,2,705
CP048237.1-18,1,903
CP048237.1-19,2,706
CP048237.1-20,4,427
CP048237.1-21,3,551
CP048237.1-22,2,707
CP048237.1-23,1,904
CP048237.1-24,3,552
CP048237.1-25,3,553
CP048237.1-26,1,905
CP048237.1-27,1,906
CP048237.1-28,1,907
CP048237.1-29,0,1109
CP048237.1-30,0,1110
CP048237.1-31,2,708
CP048237.1-32,2,709
CP048237.1-33,3,554
CP048237.1-34,5,316
CP048237.1-35,4,428
CP048237.1-36,2,710
CP048237.1-37,0,1111
CP048237.1-38,4,429
CP048237.1-39,11,87
CP048237.1-40,9,131
CP048237.1-41,0,1112
CP048237.1-42,3,555
CP048237.1-43,2,711
CP048237.1-44,4,430
CP048237.1-45,0,1113
CP048237.1-46,2,712
CP048237.1-47,4,431
CP048237.1-48,5,317
CP048237.1-49,1,908
CP048237.1-50,0,1114
CP048237.1-51,3,556
CP048237.1-52,0,1115
CP048237.1-53,1,909
CP048237.1-54,10,100
CP048237.1-55,1,910
CP048237.1-56,0,1116
CP048237.1-57,2,713
CP048237.1-58,1,911
CP048237.1-59,0,1117
CP048237.1-60,4,432
CP048237.1-61,6,245
CP048237.1-62,2,714
CP048237.1-63,1,912
CP048237.1-64,3,557
CP048237.1-65,2,715
CP048237.1-66,1,913
CP048237.1-67,4,433
CP048237.1-68,3,558
CP048237.1-69,3,559
CP048237.1-70,1,914
CP048237.1-71,10,101
CP048237.1-72,1,915
CP048237.1-73,13,60
CP048237.1-74,5,318
CP048237.1-75,11,88
CP048237.1-76,0,1118
CP048237.1-77,1,916
CP048237.1-78,1,917
CP048237.1-79,3,560
CP048237.1-80,2,716
CP048237.1-81,9,132
CP048237.1-82,9,133
CP048237.1-83,6,246
CP048237.1-84,1,918
CP048237.1-85,9,134
CP048237.1-86,9,135
CP048237.1-87,5,319
CP048237.1-88,4,434
CP048237.1-89,7,197
CP048237.1-90,2,717
CP048237.1-91,19,24
CP048237.1-92,8,158
CP048237.1-93,2,718
CP048237.1-94,2,719
CP048237.1-95,18,28
CP048237.1-96,8,159
CP048237.1-97,34,2
CP048237.1-98,19,25
CP048237.1-99,29,5
CP048237.1-100,4,435
CP048237.1-101,2,720
CP048237.1-102,7,198
CP048237.1-103,1,919
CP048237.1-104,3,561
CP048237.1-105,3,562
CP048238.1-0,0,1119
CP048238.1-1,0,1120
CP048238.1-2,3,563
CP048238.1-3,6,247
CP048238.1-4,12,76
CP048238.1-5,0,1121
CP048238.1-6,8,160
CP048238.1-7,7,199
CP048238.1-8,5,320
CP048238.1-9,1,920
CP048238.1-10,2,721
CP048238.1-11,2,722
CP048238.1-12,4,436
CP048238.1-13,3,564
CP048238.1-14,1,921
CP048238.1-15,10,102
CP048238.1-16,5,321
CP048238.1-17,4,437
CP048238.1-18,3,565
CP048238.1-19,2,723
CP048238.1-20,2,724
CP048238.1-21,0,1122
CP048238.1-22,4,438
CP048238.1-23,0,1123
CP048238.1-24,1,922
CP048238.1-25,3,566
CP048238.1-26,3,567
CP048238.1-27,6,248
CP048238.1-28,3,568
CP048238.1-29,10,103
CP048238.1-30,2,725
CP048238.1-31,4,439
CP048238.1-32,6,249
CP048238.1-33,6,250
CP048238.1-34,3,569
CP048238.1-35,18,29
CP048238.1-36,10,104
CP048238.1-37,3,570
CP048238.1-38,5,322
CP048238.1-39,19,26
CP048238.1-40,20,17
CP048238.1-41,1,923
CP048238.1-42,3,571
CP048238.1-43,13,61
CP048238.1-44,20,18
CP048238.1-45,5,323
CP048238.1-46,1,924
CP048238.1-47,4,440
CP048238.1-48,4,441
CP048238.1-49,5,324
CP048238.1-50,0,1124
CP048238.1-51,0,1125
CP048238.1-52,1,925
CP048238.1-53,5,325
CP048238.1-54,6,251
CP048238.1-55,2,726
CP048238.1-56,4,442
CP048238.1-57,7,200
CP048238.1-58,0,1126
CP048238.1-59,2,727
CP048238.1-60,3,572
CP048238.1-61,0,1127
CP048238.1-62,0,1128
CP048238.1-63,0,1129
CP048238.1-64,1,926
CP048238.1-65,0,1130
CP048238.1-66,2,728
CP048238.1-67,4,443
CP048238.1-68,10,105
CP048238.1-69,0,1131
CP048238.1-70,8,161
CP048238.1-71,6,252
CP048238.1-72,2,729
CP048238.1-73,3,573
CP048239.1-0,0,1132
CP048239.1-1,0,1133
CP048239.1-2,1,927
CP048239.1-3,5,326
CP048239.1-4,3,574
CP048239.1-5,13,62
CP048239.1-6,7,201
CP048239.1-7,1,928
CP048239.1-8,4,444
CP048239.1-9,2,730
CP048239.1-10,6,253
CP048239.1-11,3,575
CP048239.1-12,3,576
CP048239.1-13,1,929
CP048239.1-14,4,445
CP048239.1-15,10,106
CP048239.1-16,4,446
CP048239.1-17,11,89
CP048239.1-18,10,107
CP048239.1-19,3,577
CP048239.1-20,6,254
CP048239.1-21,7,202
CP048239.1-22,10,108
CP048239.1-23,29,6
CP048239.1-24,14,54
CP048239.1-25,6,255
CP048239.1-26,4,447
CP048239.1-27,7,203
CP048239.1-28,4,448
CP048239.1-29,7,204
CP048239.1-30,10,109
CP048239.1-31,3,578
CP048239.1-32,2,731
CP048239.1-33,6,256
CP048239.1-34,2,732
CP048239.1-35,4,449
CP048239.1-36,0,1134
CP048239.1-37,2,733
CP048239.1-38,5,327
CP048239.1-39,3,579
CP048239.1-40,5,328
CP048239.1-41,5,329
CP048239.1-42,2,734
CP048239.1-43,0,1135
CP048239.1-44,5,330
CP048239.1-45,1,930
CP048239.1-46,1,931
CP048239.1-47,0,1136
CP048239.1-48,3,580
CP048239.1-49,1,932
CP048239.1-50,3,581
CP048239.1-51,2,735
CP048239.1-52,0,1137
CP048239.1-53,1,933
CP048239.1-54,1,934
CP048239.1-55,0,1138
CP048239.1-56,0,1139
CP048239.1-57,0,1140
CP048239.1-58,0,1141
CP048239.1-59,4,450
CP048239.1-60,3,582
CP048239.1-61,1,935
CP048239.1-62,5,331
CP048239.1-63,0,1142
CP048239.1-64,4,451
CP048239.1-65,1,936
CP048239.1-66,1,937
CP048239.1-67,1,938
CP048239.1-68,5,332
CP048239.1-69,1,939
CP048239.1-70,2,736
CP048239.1-71,0,1143
CP048239.1-72,3,583
CP048239.1-73,0,1144
CP048239.1-74,2,737
CP048239.1-75,1,940
CP048239.1-76,1,941
CP048239.1-77,3,584
CP048239.1-78,1,942
CP048239.1-79,0,1145
CP048239.1-80,0,1146
CP048239.1-81,2,738
CP048239.1-82,0,1147
CP048239.1-83,0,1148
CP048239.1-84,1,943
CP048239.1-85,0,1149
CP048239.1-86,2,739
CP048239.1-87,1,944
CP048239.1-88,0,1150
CP048239.1-89,2,740
CP048239.1-90,0,1151
CP048239.1-91,1,945
CP048239.1-92,0,1152
CP048239.1-93,0,1153
CP048239.1-94,7,205
CP048239.1-95,4,452
CP048239.1-96,3,585
CP048239.1-97,0,1154
CP048239.1-98,2,741
CP048239.1-99,5,333
CP048239.1-100,2,742
CP048239.1-101,4,453
CP048239.1-102,2,743
CP048239.1-103,1,946
CP048239.1-104,1,947
CP048239.1-105,3,586
CP048239.1-106,2,744
CP048239.1-107,0,1155
CP048239.1-108,0,1156
CP048239.1-109,0,1157
CP048239.1-110,0,1158
CP048239.1-111,2,745
CP048239.1-112,5,334
CP048239.1-113,2,746
CP048239.1-114,3,587
CP048239.1-115,1,948
CP048239.1-116,1,949
CP048239.1-117,3,588
CP048239.1-118,2,747
CP048239.1-119,2,748
CP048239.1-120,1,950
CP048239.1-121,4,454
CP048239.1-122,0,1159
CP048239.1-123,0,1160
CP048239.1-124,1,951
CP048240.1-0,0,1161
CP048240.1-1,0,1162
CP048240.1-2,3,589
CP048240.1-3,6,257
CP048240.1-4,5,335
CP048240.1-5,1,952
CP048240.1-6,5,336
CP048240.1-7,7,206
CP048240.1-8,1,953
CP048240.1-9,3,590
CP048240.1-10,1,954
CP048240.1-11,6,258
CP048240.1-12,2,749
CP048240.1-13,0,1163
CP048240.1-14,9,136
CP048240.1-15,5,337
CP048240.1-16,5,338
CP048240.1-17,5,339
CP048240.1-18,3,591
CP048240.1-19,9,137
CP048240.1-20,2,750
CP048240.1-21,4,455
CP048240.1-22,3,592
CP048240.1-23,6,259
CP048240.1-24,20,19
CP048240.1-25,17,41
CP048240.1-26,14,55
CP048240.1-27,18,30
CP048240.1-28,18,31
CP048240.1-29,20,20
CP048240.1-30,4,456
CP048240.1-31,5,340
CP048240.1-32,16,45
CP048240.1-33,5,341
CP048240.1-34,5,342
CP048240.1-35,0,1164
CP048240.1-36,0,1165
CP048240.1-37,10,110
CP048240.1-38,4,457
CP048240.1-39,5,343
CP048240.1-40,9,138
CP048240.1-41,2,751
CP048240.1-42,6,260
CP048240.1-43,4,458
CP048240.1-44,1,955
CP048240.1-45,4,459
CP048240.1-46,1,956
CP048240.1-47,2,752
CP048240.1-48,4,460
CP048240.1-49,2,753
CP048240.1-50,4,461
CP048240.1-51,2,754
CP048240.1-52,2,755
CP048240.1-53,2,756
CP048240.1-54,0,1166
CP048240.1-55,0,1167
CP048240.1-56,8,162
CP048240.1-57,6,261
CP048240.1-58,3,593
CP048240.1-59,2,757
CP048240.1-60,0,1168
CP048240.1-61,2,758
CP048240.1-62,0,1169
CP048240.1-63,0,1170
CP048240.1-64,1,957
CP048240.1-65,1,958
CP048240.1-66,0,1171
CP048240.1-67,1,959
CP048240.1-68,3,594
CP048240.1-69,0,1172
CP048240.1-70,1,960
CP048240.1-71,4,462
CP048240.1-72,6,262
CP048240.1-73,5,344
CP048240.1-74,4,463
CP048240.1-75,0,1173
CP048240.1-76,2,759
CP048240.1-77,5,345
CP048240.1-78,0,1174
CP048240.1-79,2,760
CP048240.1-80,0,1175
CP048240.1-81,2,761
CP048240.1-82,1,961
CP048240.1-83,0,1176
CP048240.1-84,1,962
CP048240.1-85,1,963
CP048240.1-86,5,346
CP048240.1-87,3,595
CP048240.1-88,6,263
CP048240.1-89,1,964
CP048240.1-90,0,1177
CP048240.1-91,4,464
CP048240.1-92,3,596
CP048240.1-93,4,465
CP048240.1-94,2,762
CP048240.1-95,1,965
CP048240.1-96,0,1178
CP048240.1-97,2,763
CP048240.1-98,1,966
CP048240.1-99,3,597
CP048240.1-100,2,764
CP048240.1-101,0,1179
CP048240.1-102,1,967
CP048240.1-103,2,765
CP048240.1-104,3,598
CP048240.1-105,1,968
CP048240.1-106,2,766
CP048240.1-107,6,264
CP048240.1-108,0,1180
CP048240.1-109,2,767
CP048240.1-110,1,969
CP048240.1-111,4,466
CP048240.1-112,5,347
CP048240.1-113,5,348
CP048240.1-114,0,1181
CP048240.1-115,7,207
CP048240.1-116,1,970
CP048240.1-117,5,349
CP048240.1-118,4,467
CP048240.1-119,1,971
CP048240.1-120,1,972
CP048240.1-121,2,768
CP048240.1-122,3,599
CP048240.1-123,0,1182
CP048240.1-124,2,769
CP048240.1-125,1,973
CP048240.1-126,11,90
CP048240.1-127,4,468
CP048240.1-128,1,974
CP048240.1-129,5,350
CP048241.1-0,0,1183
CP048241.1-1,1,975
CP048241.1-2,2,770
CP048241.1-3,4,469
CP048241.1-4,4,470
CP048241.1-5,3,600
CP048241.1-6,2,771
CP048241.1-7,6,265
CP048241.1-8,0,1184
CP048241.1-9,6,266
CP048241.1-10,1,976
CP048241.1-11,8,163
CP048241.1-12,4,471
CP048241.1-13,0,1185
CP048241.1-14,3,601
CP048241.1-15,7,208
CP048241.1-16,3,602
CP048241.1-17,1,977
CP048241.1-18,3,603
CP048241.1-19,0,1186
CP048241.1-20,0,1187
CP048241.1-21,2,772
CP048241.1-22,12,77
CP048241.1-23,1,978
CP048241.1-24,1,979
CP048241.1-25,3,604
CP048241.1-26,0,1188
CP048241.1-27,2,773
CP048241.1-28,5,351
CP048241.1-29,3,605
CP048241.1-30,0,1189
CP048241.1-31,1,980
CP048241.1-32,1,981
CP048241.1-33,3,606
CP048241.1-34,1,982
CP048241.1-35,6,267
CP048241.1-36,1,983
CP048241.1-37,2,774
CP048241.1-38,5,352
CP048241.1-39,2,775
CP048241.1-40,1,984
CP048241.1-41,1,985
CP048241.1-42,2,776
CP048241.1-43,2,777
CP048241.1-44,2,778
CP048241.1-45,2,779
CP048241.1-46,6,268
CP048241.1-47,4,472
CP048241.1-48,1,986
CP048241.1-49,6,269
CP048241.1-50,3,607
CP048241.1-51,2,780
CP048241.1-52,0,1190
CP048241.1-53,0,1191
CP048241.1-54,5,353
CP048241.1-55,5,354
CP048241.1-56,3,608
CP048241.1-57,4,473
CP048241.1-58,1,987
CP048241.1-59,1,988
CP048241.1-60,4,474
CP048241.1-61,3,609
CP048241.1-62,3,610
CP048241.1-63,2,781
CP048241.1-64,4,475
CP048241.1-65,0,1192
CP048241.1-66,5,355
CP048241.1-67,1,989
CP048241.1-68,5,356
CP048241.1-69,2,782
CP048241.1-70,2,783
CP048241.1-71,0,1193
CP048241.1-72,1,990
CP048241.1-73,3,611
CP048241.1-74,5,357
CP048241.1-75,2,784
CP048241.1-76,3,612
CP048241.1-77,1,991
CP048241.1-78,2,785
CP048241.1-79,4,476
CP048241.1-80,1,992
CP048241.1-81,1,993
CP048241.1-82,3,613
CP048241.1-83,5,358
CP048241.1-84,4,477
CP048241.1-85,3,614
CP048241.1-86,3,615
CP048241.1-87,0,1194
CP048241.1-88,1,994
CP048241.1-89,2,786
CP048241.1-90,3,616
CP048241.1-91,13,63
CP048241.1-92,13,64
CP048241.1-93,4,478
CP048241.1-94,4,479
CP048241.1-95,2,787
CP048241.1-96,0,1195
CP048241.1-97,2,788
CP048241.1-98,5,359
CP048241.1-99,2,789
CP048241.1-100,5,360
CP048241.1-101,0,1196
CP048241.1-102,4,480
CP048241.1-103,4,481
CP048241.1-104,2,790
CP048241.1-105,0,1197
CP048241.1-106,3,617
CP048241.1-107,0,1198
CP048241.1-108,6,270
CP048241.1-109,0,1199
CP048241.1-110,3,618
CP048241.1-111,1,995
CP048241.1-112,2,791
CP048241.1-113,0,1200
CP048241.1-114,0,1201
CP048241.1-115,2,792
CP048241.1-116,5,361
CP048241.1-117,5,362
CP048241.1-118,3,619
CP048241.1-119,7,209
CP048241.1-120,2,793
CP048241.1-121,1,996
CP048241.1-122,3,620
CP048241.1-123,5,363
CP048241.1-124,10,111
CP048241.1-125,13,65
CP048241.1-126,8,164
CP048241.1-127,5,364
CP048241.1-128,6,271
CP048241.1-129,1,997
CP048241.1-130,1,998
CP048241.1-131,3,621
CP048241.1-132,8,165
CP048241.1-133,5,365
CP048241.1-134,13,66
CP048241.1-135,21,14
CP048241.1-136,15,48
CP048241.1-137,9,139
CP048241.1-138,8,166
CP048241.1-139,2,794
CP048241.1-140,1,999
CP048241.1-141,2,795
