Bin index,yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3 rank
CP048231.1-25,9,203
CP048231.1-26,3,653
CP048231.1-27,14,95
CP048231.1-28,9,204
CP048231.1-29,31,12
CP048231.1-30,19,53
CP048231.1-31,6,356
CP048231.1-32,4,522
CP048231.1-33,0,1118
CP048231.1-34,4,523
CP048231.1-35,37,7
CP048231.1-36,2,795
CP048231.1-37,19,54
CP048231.1-38,23,31
CP048231.1-39,5,436
CP048231.1-40,9,205
CP048231.1-41,16,70
CP048231.1-42,11,141
CP048231.1-43,13,106
CP048231.1-44,37,8
CP048231.1-45,15,79
CP048231.1-46,12,123
CP048231.1-47,27,20
CP048231.1-48,17,63
CP048231.1-49,3,654
CP048232.1-0,0,1119
CP048232.1-1,2,796
CP048232.1-2,2,797
CP048232.1-3,6,357
CP048232.1-4,2,798
CP048232.1-5,9,206
CP048232.1-6,4,524
CP048232.1-7,5,437
CP048232.1-8,8,237
CP048232.1-9,1,946
CP048232.1-10,5,438
CP048232.1-11,4,525
CP048232.1-12,3,655
CP048232.1-13,3,656
CP048232.1-14,2,799
CP048232.1-15,2,800
CP048232.1-16,6,358
CP048232.1-17,2,801
CP048232.1-18,7,295
CP048232.1-19,3,657
CP048232.1-20,1,947
CP048232.1-21,6,359
CP048232.1-22,7,296
CP048232.1-23,5,439
CP048232.1-24,19,55
CP048232.1-25,0,1120
CP048232.1-26,7,297
CP048232.1-27,8,238
CP048232.1-28,4,526
CP048232.1-29,1,948
CP048232.1-30,5,440
CP048232.1-31,10,167
CP048232.1-32,4,527
CP048232.1-33,8,239
CP048232.1-34,13,107
CP048232.1-35,21,41
CP048232.1-36,7,298
CP048232.1-37,12,124
CP048232.1-38,7,299
CP048232.1-39,23,32
CP048232.1-40,24,30
CP048232.1-41,22,35
CP048232.1-42,22,36
CP048232.1-43,48,3
CP048232.1-44,13,108
CP048232.1-45,26,23
CP048232.1-46,6,360
CP048232.1-47,19,56
CP048232.1-48,9,207
CP048232.1-49,2,802
CP048232.1-50,6,361
CP048232.1-51,1,949
CP048232.1-52,3,658
CP048232.1-53,1,950
CP048233.1-0,0,1121
CP048233.1-1,2,803
CP048233.1-2,6,362
CP048233.1-3,2,804
CP048233.1-4,1,951
CP048233.1-5,8,240
CP048233.1-6,6,363
CP048233.1-7,2,805
CP048233.1-8,5,441
CP048233.1-9,11,142
CP048233.1-10,15,80
CP048233.1-11,0,1122
CP048233.1-12,5,442
CP048233.1-13,6,364
CP048233.1-14,3,659
CP048233.1-15,1,952
CP048233.1-16,2,806
CP048233.1-17,1,953
CP048233.1-18,8,241
CP048233.1-19,2,807
CP048233.1-20,1,954
CP048233.1-21,2,808
CP048233.1-22,3,660
CP048233.1-23,1,955
CP048233.1-24,7,300
CP048233.1-25,4,528
CP048233.1-26,3,661
CP048233.1-27,0,1123
CP048233.1-28,1,956
CP048233.1-29,1,957
CP048233.1-30,7,301
CP048233.1-31,3,662
CP048233.1-32,0,1124
CP048233.1-33,0,1125
CP048233.1-34,3,663
CP048233.1-35,2,809
CP048233.1-36,0,1126
CP048233.1-37,4,529
CP048233.1-38,5,443
CP048233.1-39,3,664
CP048233.1-40,7,302
CP048233.1-41,1,958
CP048233.1-42,4,530
CP048233.1-43,2,810
CP048233.1-44,2,811
CP048233.1-45,5,444
CP048233.1-46,4,531
CP048233.1-47,11,143
CP048233.1-48,4,532
CP048233.1-49,9,208
CP048233.1-50,6,365
CP048233.1-51,7,303
CP048233.1-52,3,665
CP048233.1-53,22,37
CP048233.1-54,15,81
CP048233.1-55,19,57
CP048233.1-56,4,533
CP048233.1-57,18,59
CP048233.1-58,13,109
CP048233.1-59,13,110
CP048233.1-60,22,38
CP048233.1-61,9,209
CP048233.1-62,12,125
CP048233.1-63,7,304
CP048233.1-64,36,9
CP048233.1-65,4,534
CP048233.1-66,27,21
CP048233.1-67,2,812
CP048233.1-68,12,126
CP048234.1-0,0,1127
CP048234.1-1,0,1128
CP048234.1-2,0,1129
CP048234.1-3,0,1130
CP048234.1-4,1,959
CP048234.1-5,1,960
CP048234.1-6,0,1131
CP048234.1-7,1,961
CP048234.1-8,3,666
CP048234.1-9,4,535
CP048234.1-10,2,813
CP048234.1-11,3,667
CP048234.1-12,6,366
CP048234.1-13,9,210
CP048234.1-14,9,211
CP048234.1-15,4,536
CP048234.1-16,4,537
CP048234.1-17,5,445
CP048234.1-18,2,814
CP048234.1-19,7,305
CP048234.1-20,12,127
CP048234.1-21,11,144
CP048234.1-22,15,82
CP048234.1-23,20,45
CP048234.1-24,9,212
CP048234.1-25,9,213
CP048234.1-26,14,96
CP048234.1-27,7,306
CP048234.1-28,11,145
CP048234.1-29,6,367
CP048234.1-30,16,71
CP048234.1-31,19,58
CP048234.1-32,13,111
CP048234.1-33,6,368
CP048234.1-34,3,668
CP048234.1-35,3,669
CP048234.1-36,10,168
CP048234.1-37,9,214
CP048234.1-38,5,446
CP048234.1-39,10,169
CP048234.1-40,0,1132
CP048234.1-41,4,538
CP048234.1-42,3,670
CP048234.1-43,13,112
CP048234.1-44,13,113
CP048234.1-45,2,815
CP048234.1-46,14,97
CP048234.1-47,6,369
CP048234.1-48,3,671
CP048234.1-49,10,170
CP048234.1-50,8,242
CP048234.1-51,1,962
CP048234.1-52,2,816
CP048234.1-53,6,370
CP048234.1-54,0,1133
CP048234.1-55,1,963
CP048234.1-56,3,672
CP048234.1-57,8,243
CP048234.1-58,10,171
CP048234.1-59,3,673
CP048234.1-60,3,674
CP048234.1-61,2,817
CP048234.1-62,10,172
CP048234.1-63,4,539
CP048234.1-64,5,447
CP048234.1-65,4,540
CP048234.1-66,5,448
CP048234.1-67,2,818
CP048234.1-68,1,964
CP048235.1-0,0,1134
CP048235.1-1,0,1135
CP048235.1-2,0,1136
CP048235.1-3,8,244
CP048235.1-4,12,128
CP048235.1-5,14,98
CP048235.1-6,0,1137
CP048235.1-7,10,173
CP048235.1-8,18,60
CP048235.1-9,8,245
CP048235.1-10,7,307
CP048235.1-11,0,1138
CP048235.1-12,2,819
CP048235.1-13,5,449
CP048235.1-14,18,61
CP048235.1-15,7,308
CP048235.1-16,26,24
CP048235.1-17,2,820
CP048235.1-18,9,215
CP048235.1-19,15,83
CP048235.1-20,15,84
CP048235.1-21,2,821
CP048235.1-22,10,174
CP048235.1-23,14,99
CP048235.1-24,39,5
CP048235.1-25,14,100
CP048235.1-26,4,541
CP048235.1-27,14,101
CP048235.1-28,5,450
CP048235.1-29,6,371
CP048235.1-30,14,102
CP048235.1-31,4,542
CP048235.1-32,1,965
CP048235.1-33,4,543
CP048235.1-34,7,309
CP048235.1-35,6,372
CP048235.1-36,3,675
CP048235.1-37,5,451
CP048235.1-38,1,966
CP048235.1-39,1,967
CP048235.1-40,3,676
CP048235.1-41,2,822
CP048235.1-42,6,373
CP048235.1-43,15,85
CP048235.1-44,0,1139
CP048235.1-45,3,677
CP048235.1-46,9,216
CP048235.1-47,10,175
CP048235.1-48,3,678
CP048235.1-49,3,679
CP048235.1-50,10,176
CP048235.1-51,3,680
CP048235.1-52,1,968
CP048235.1-53,9,217
CP048235.1-54,1,969
CP048235.1-55,5,452
CP048235.1-56,1,970
CP048235.1-57,6,374
CP048235.1-58,2,823
CP048235.1-59,1,971
CP048235.1-60,1,972
CP048235.1-61,5,453
CP048235.1-62,4,544
CP048235.1-63,3,681
CP048235.1-64,6,375
CP048235.1-65,1,973
CP048235.1-66,5,454
CP048235.1-67,2,824
CP048235.1-68,1,974
CP048235.1-69,4,545
CP048235.1-70,12,129
CP048235.1-71,1,975
CP048235.1-72,2,825
CP048235.1-73,1,976
CP048235.1-74,4,546
CP048235.1-75,20,46
CP048235.1-76,1,977
CP048235.1-77,0,1140
CP048235.1-78,0,1141
CP048235.1-79,6,376
CP048235.1-80,3,682
CP048235.1-81,4,547
CP048235.1-82,2,826
CP048235.1-83,9,218
CP048235.1-84,4,548
CP048235.1-85,0,1142
CP048235.1-86,10,177
CP048235.1-87,2,827
CP048235.1-88,14,103
CP048235.1-89,3,683
CP048235.1-90,8,246
CP048235.1-91,6,377
CP048235.1-92,4,549
CP048236.1-0,0,1143
CP048236.1-1,0,1144
CP048236.1-2,0,1145
CP048236.1-3,9,219
CP048236.1-4,26,25
CP048236.1-5,25,28
CP048236.1-6,1,978
CP048236.1-7,9,220
CP048236.1-8,20,47
CP048236.1-9,5,455
CP048236.1-10,1,979
CP048236.1-11,20,48
CP048236.1-12,6,378
CP048236.1-13,8,247
CP048236.1-14,8,248
CP048236.1-15,10,178
CP048236.1-16,6,379
CP048236.1-17,4,550
CP048236.1-18,2,828
CP048236.1-19,11,146
CP048236.1-20,6,380
CP048236.1-21,1,980
CP048236.1-22,3,684
CP048236.1-23,4,551
CP048236.1-24,5,456
CP048236.1-25,1,981
CP048236.1-26,10,179
CP048236.1-27,7,310
CP048236.1-28,4,552
CP048236.1-29,11,147
CP048236.1-30,0,1146
CP048236.1-31,3,685
CP048236.1-32,3,686
CP048236.1-33,1,982
CP048236.1-34,1,983
CP048236.1-35,7,311
CP048236.1-36,2,829
CP048236.1-37,2,830
CP048236.1-38,5,457
CP048236.1-39,12,130
CP048236.1-40,2,831
CP048236.1-41,2,832
CP048236.1-42,3,687
CP048236.1-43,1,984
CP048236.1-44,4,553
CP048236.1-45,0,1147
CP048236.1-46,1,985
CP048236.1-47,11,148
CP048236.1-48,0,1148
CP048236.1-49,5,458
CP048236.1-50,0,1149
CP048236.1-51,13,114
CP048236.1-52,5,459
CP048236.1-53,6,381
CP048236.1-54,2,833
CP048236.1-55,7,312
CP048236.1-56,1,986
CP048236.1-57,6,382
CP048236.1-58,6,383
CP048236.1-59,1,987
CP048236.1-60,5,460
CP048236.1-61,2,834
CP048236.1-62,3,688
CP048236.1-63,7,313
CP048236.1-64,10,180
CP048236.1-65,2,835
CP048236.1-66,2,836
CP048236.1-67,0,1150
CP048236.1-68,1,988
CP048236.1-69,2,837
CP048236.1-70,10,181
CP048236.1-71,4,554
CP048236.1-72,1,989
CP048236.1-73,4,555
CP048236.1-74,2,838
CP048236.1-75,0,1151
CP048236.1-76,0,1152
CP048236.1-77,9,221
CP048236.1-78,2,839
CP048236.1-79,3,689
CP048236.1-80,1,990
CP048236.1-81,3,690
CP048236.1-82,7,314
CP048236.1-83,1,991
CP048236.1-84,5,461
CP048236.1-85,1,992
CP048236.1-86,4,556
CP048236.1-87,5,462
CP048236.1-88,3,691
CP048236.1-89,4,557
CP048236.1-90,5,463
CP048236.1-91,1,993
CP048236.1-92,4,558
CP048236.1-93,5,464
CP048236.1-94,3,692
CP048236.1-95,0,1153
CP048236.1-96,2,840
CP048236.1-97,2,841
CP048236.1-98,4,559
CP048236.1-99,4,560
CP048237.1-0,0,1154
CP048237.1-1,0,1155
CP048237.1-2,3,693
CP048237.1-3,6,384
CP048237.1-4,5,465
CP048237.1-5,6,385
CP048237.1-6,2,842
CP048237.1-7,7,315
CP048237.1-8,2,843
CP048237.1-9,1,994
CP048237.1-10,1,995
CP048237.1-11,3,694
CP048237.1-12,0,1156
CP048237.1-13,5,466
CP048237.1-14,0,1157
CP048237.1-15,1,996
CP048237.1-16,1,997
CP048237.1-17,3,695
CP048237.1-18,4,561
CP048237.1-19,3,696
CP048237.1-20,4,562
CP048237.1-21,1,998
CP048237.1-22,5,467
CP048237.1-23,1,999
CP048237.1-24,10,182
CP048237.1-25,1,1000
CP048237.1-26,1,1001
CP048237.1-27,2,844
CP048237.1-28,6,386
CP048237.1-29,0,1158
CP048237.1-30,2,845
CP048237.1-31,1,1002
CP048237.1-32,3,697
CP048237.1-33,4,563
CP048237.1-34,5,468
CP048237.1-35,1,1003
CP048237.1-36,4,564
CP048237.1-37,1,1004
CP048237.1-38,7,316
CP048237.1-39,7,317
CP048237.1-40,4,565
CP048237.1-41,0,1159
CP048237.1-42,3,698
CP048237.1-43,2,846
CP048237.1-44,1,1005
CP048237.1-45,1,1006
CP048237.1-46,3,699
CP048237.1-47,1,1007
CP048237.1-48,7,318
CP048237.1-49,7,319
CP048237.1-50,1,1008
CP048237.1-51,4,566
CP048237.1-52,0,1160
CP048237.1-53,1,1009
CP048237.1-54,11,149
CP048237.1-55,3,700
CP048237.1-56,1,1010
CP048237.1-57,5,469
CP048237.1-58,4,567
CP048237.1-59,0,1161
CP048237.1-60,8,249
CP048237.1-61,8,250
CP048237.1-62,9,222
CP048237.1-63,4,568
CP048237.1-64,6,387
CP048237.1-65,5,470
CP048237.1-66,2,847
CP048237.1-67,2,848
CP048237.1-68,3,701
CP048237.1-69,4,569
CP048237.1-70,4,570
CP048237.1-71,2,849
CP048237.1-72,0,1162
CP048237.1-73,13,115
CP048237.1-74,7,320
CP048237.1-75,4,571
CP048237.1-76,0,1163
CP048237.1-77,0,1164
CP048237.1-78,3,702
CP048237.1-79,2,850
CP048237.1-80,1,1011
CP048237.1-81,17,64
CP048237.1-82,15,86
CP048237.1-83,10,183
CP048237.1-84,5,471
CP048237.1-85,12,131
CP048237.1-86,10,184
CP048237.1-87,8,251
CP048237.1-88,8,252
CP048237.1-89,4,572
CP048237.1-90,7,321
CP048237.1-91,31,13
CP048237.1-92,13,116
CP048237.1-93,3,703
CP048237.1-94,11,150
CP048237.1-95,28,17
CP048237.1-96,7,322
CP048237.1-97,49,1
CP048237.1-98,27,22
CP048237.1-99,49,2
CP048237.1-100,6,388
CP048237.1-101,6,389
CP048237.1-102,10,185
CP048237.1-103,1,1012
CP048237.1-104,2,851
CP048237.1-105,3,704
CP048238.1-0,0,1165
CP048238.1-1,0,1166
CP048238.1-2,7,323
CP048238.1-3,2,852
CP048238.1-4,14,104
CP048238.1-5,6,390
CP048238.1-6,9,223
CP048238.1-7,8,253
CP048238.1-8,8,254
CP048238.1-9,1,1013
CP048238.1-10,3,705
CP048238.1-11,7,324
CP048238.1-12,4,573
CP048238.1-13,1,1014
CP048238.1-14,3,706
CP048238.1-15,15,87
CP048238.1-16,5,472
CP048238.1-17,16,72
CP048238.1-18,8,255
CP048238.1-19,8,256
CP048238.1-20,4,574
CP048238.1-21,2,853
CP048238.1-22,3,707
CP048238.1-23,2,854
CP048238.1-24,2,855
CP048238.1-25,7,325
CP048238.1-26,1,1015
CP048238.1-27,8,257
CP048238.1-28,6,391
CP048238.1-29,16,73
CP048238.1-30,2,856
CP048238.1-31,10,186
CP048238.1-32,9,224
CP048238.1-33,8,258
CP048238.1-34,2,857
CP048238.1-35,17,65
CP048238.1-36,11,151
CP048238.1-37,10,187
CP048238.1-38,8,259
CP048238.1-39,31,14
CP048238.1-40,28,18
CP048238.1-41,2,858
CP048238.1-42,6,392
CP048238.1-43,13,117
CP048238.1-44,29,15
CP048238.1-45,6,393
CP048238.1-46,1,1016
CP048238.1-47,8,260
CP048238.1-48,6,394
CP048238.1-49,4,575
CP048238.1-50,3,708
CP048238.1-51,3,709
CP048238.1-52,3,710
CP048238.1-53,8,261
CP048238.1-54,7,326
CP048238.1-55,8,262
CP048238.1-56,8,263
CP048238.1-57,4,576
CP048238.1-58,0,1167
CP048238.1-59,3,711
CP048238.1-60,7,327
CP048238.1-61,0,1168
CP048238.1-62,0,1169
CP048238.1-63,0,1170
CP048238.1-64,3,712
CP048238.1-65,0,1171
CP048238.1-66,1,1017
CP048238.1-67,2,859
CP048238.1-68,20,49
CP048238.1-69,1,1018
CP048238.1-70,12,132
CP048238.1-71,10,188
CP048238.1-72,1,1019
CP048238.1-73,1,1020
CP048239.1-0,0,1172
CP048239.1-1,0,1173
CP048239.1-2,2,860
CP048239.1-3,6,395
CP048239.1-4,4,577
CP048239.1-5,9,225
CP048239.1-6,4,578
CP048239.1-7,0,1174
CP048239.1-8,2,861
CP048239.1-9,1,1021
CP048239.1-10,10,189
CP048239.1-11,2,862
CP048239.1-12,1,1022
CP048239.1-13,1,1023
CP048239.1-14,1,1024
CP048239.1-15,13,118
CP048239.1-16,4,579
CP048239.1-17,17,66
CP048239.1-18,12,133
CP048239.1-19,0,1175
CP048239.1-20,8,264
CP048239.1-21,4,580
CP048239.1-22,11,152
CP048239.1-23,38,6
CP048239.1-24,20,50
CP048239.1-25,8,265
CP048239.1-26,3,713
CP048239.1-27,8,266
CP048239.1-28,10,190
CP048239.1-29,12,134
CP048239.1-30,6,396
CP048239.1-31,11,153
CP048239.1-32,5,473
CP048239.1-33,6,397
CP048239.1-34,0,1176
CP048239.1-35,1,1025
CP048239.1-36,3,714
CP048239.1-37,1,1026
CP048239.1-38,8,267
CP048239.1-39,7,328
CP048239.1-40,8,268
CP048239.1-41,12,135
CP048239.1-42,1,1027
CP048239.1-43,3,715
CP048239.1-44,10,191
CP048239.1-45,1,1028
CP048239.1-46,0,1177
CP048239.1-47,2,863
CP048239.1-48,3,716
CP048239.1-49,3,717
CP048239.1-50,3,718
CP048239.1-51,7,329
CP048239.1-52,0,1178
CP048239.1-53,1,1029
CP048239.1-54,3,719
CP048239.1-55,2,864
CP048239.1-56,1,1030
CP048239.1-57,1,1031
CP048239.1-58,0,1179
CP048239.1-59,4,581
CP048239.1-60,4,582
CP048239.1-61,4,583
CP048239.1-62,7,330
CP048239.1-63,0,1180
CP048239.1-64,2,865
CP048239.1-65,4,584
CP048239.1-66,3,720
CP048239.1-67,5,474
CP048239.1-68,2,866
CP048239.1-69,2,867
CP048239.1-70,3,721
CP048239.1-71,7,331
CP048239.1-72,5,475
CP048239.1-73,2,868
CP048239.1-74,1,1032
CP048239.1-75,0,1181
CP048239.1-76,6,398
CP048239.1-77,1,1033
CP048239.1-78,3,722
CP048239.1-79,1,1034
CP048239.1-80,3,723
CP048239.1-81,1,1035
CP048239.1-82,1,1036
CP048239.1-83,3,724
CP048239.1-84,2,869
CP048239.1-85,0,1182
CP048239.1-86,3,725
CP048239.1-87,3,726
CP048239.1-88,2,870
CP048239.1-89,5,476
CP048239.1-90,4,585
CP048239.1-91,2,871
CP048239.1-92,1,1037
CP048239.1-93,0,1183
CP048239.1-94,5,477
CP048239.1-95,6,399
CP048239.1-96,2,872
CP048239.1-97,0,1184
CP048239.1-98,0,1185
CP048239.1-99,6,400
CP048239.1-100,1,1038
CP048239.1-101,5,478
CP048239.1-102,3,727
CP048239.1-103,4,586
CP048239.1-104,3,728
CP048239.1-105,0,1186
CP048239.1-106,6,401
CP048239.1-107,0,1187
CP048239.1-108,1,1039
CP048239.1-109,0,1188
CP048239.1-110,0,1189
CP048239.1-111,1,1040
CP048239.1-112,2,873
CP048239.1-113,7,332
CP048239.1-114,3,729
CP048239.1-115,3,730
CP048239.1-116,2,874
CP048239.1-117,5,479
CP048239.1-118,3,731
CP048239.1-119,5,480
CP048239.1-120,2,875
CP048239.1-121,1,1041
CP048240.1-0,0,1190
CP048240.1-1,0,1191
CP048240.1-2,6,402
CP048240.1-3,7,333
CP048240.1-4,2,876
CP048240.1-5,0,1192
CP048240.1-6,11,154
CP048240.1-7,11,155
CP048240.1-8,4,587
CP048240.1-9,2,877
CP048240.1-10,3,732
CP048240.1-11,2,878
CP048240.1-12,4,588
CP048240.1-13,1,1042
CP048240.1-14,11,156
CP048240.1-15,3,733
CP048240.1-16,4,589
CP048240.1-17,3,734
CP048240.1-18,9,226
CP048240.1-19,16,74
CP048240.1-20,4,590
CP048240.1-21,5,481
CP048240.1-22,6,403
CP048240.1-23,6,404
CP048240.1-24,16,75
CP048240.1-25,32,10
CP048240.1-26,21,42
CP048240.1-27,25,29
CP048240.1-28,17,67
CP048240.1-29,23,33
CP048240.1-30,5,482
CP048240.1-31,8,269
CP048240.1-32,10,192
CP048240.1-33,2,879
CP048240.1-34,15,88
CP048240.1-35,1,1043
CP048240.1-36,4,591
CP048240.1-37,10,193
CP048240.1-38,2,880
CP048240.1-39,8,270
CP048240.1-40,14,105
CP048240.1-41,5,483
CP048240.1-42,6,405
CP048240.1-43,1,1044
CP048240.1-44,1,1045
CP048240.1-45,7,334
CP048240.1-46,3,735
CP048240.1-47,3,736
CP048240.1-48,1,1046
CP048240.1-49,1,1047
CP048240.1-50,4,592
CP048240.1-51,4,593
CP048240.1-52,0,1193
CP048240.1-53,3,737
CP048240.1-54,2,881
CP048240.1-55,2,882
CP048240.1-56,12,136
CP048240.1-57,11,157
CP048240.1-58,2,883
CP048240.1-59,2,884
CP048240.1-60,4,594
CP048240.1-61,7,335
CP048240.1-62,0,1194
CP048240.1-63,6,406
CP048240.1-64,1,1048
CP048240.1-65,5,484
CP048240.1-66,1,1049
CP048240.1-67,2,885
CP048240.1-68,0,1195
CP048240.1-69,4,595
CP048240.1-70,0,1196
CP048240.1-71,4,596
CP048240.1-72,9,227
CP048240.1-73,10,194
CP048240.1-74,4,597
CP048240.1-75,1,1050
CP048240.1-76,2,886
CP048240.1-77,8,271
CP048240.1-78,2,887
CP048240.1-79,1,1051
CP048240.1-80,2,888
CP048240.1-81,4,598
CP048240.1-82,4,599
CP048240.1-83,0,1197
CP048240.1-84,5,485
CP048240.1-85,1,1052
CP048240.1-86,0,1198
CP048240.1-87,2,889
CP048240.1-88,16,76
CP048240.1-89,2,890
CP048240.1-90,2,891
CP048240.1-91,4,600
CP048240.1-92,1,1053
CP048240.1-93,4,601
CP048240.1-94,0,1199
CP048240.1-95,1,1054
CP048240.1-96,0,1200
CP048240.1-97,2,892
CP048240.1-98,5,486
CP048240.1-99,7,336
CP048240.1-100,0,1201
CP048240.1-101,1,1055
CP048240.1-102,1,1056
CP048240.1-103,6,407
CP048240.1-104,6,408
CP048240.1-105,5,487
CP048240.1-106,13,119
CP048240.1-107,3,738
CP048240.1-108,1,1057
CP048240.1-109,2,893
CP048240.1-110,1,1058
CP048240.1-111,7,337
CP048240.1-112,4,602
CP048240.1-113,2,894
CP048240.1-114,1,1059
CP048240.1-115,9,228
CP048240.1-116,1,1060
CP048240.1-117,5,488
CP048240.1-118,2,895
CP048240.1-119,4,603
CP048240.1-120,1,1061
CP048240.1-121,1,1062
CP048240.1-122,2,896
CP048240.1-123,4,604
CP048240.1-124,5,489
CP048240.1-125,4,605
CP048240.1-126,10,195
CP048240.1-127,4,606
CP048240.1-128,3,739
CP048240.1-129,7,338
CP048240.1-130,1,1063
CP048241.1-0,1,1064
CP048241.1-1,0,1202
CP048241.1-2,4,607
CP048241.1-3,5,490
CP048241.1-4,3,740
CP048241.1-5,1,1065
CP048241.1-6,0,1203
CP048241.1-7,8,272
CP048241.1-8,0,1204
CP048241.1-9,9,229
CP048241.1-10,2,897
CP048241.1-11,11,158
CP048241.1-12,3,741
CP048241.1-13,1,1066
CP048241.1-14,3,742
CP048241.1-15,3,743
CP048241.1-16,2,898
CP048241.1-17,1,1067
CP048241.1-18,5,491
CP048241.1-19,0,1205
CP048241.1-20,0,1206
CP048241.1-21,1,1068
CP048241.1-22,6,409
CP048241.1-23,0,1207
CP048241.1-24,1,1069
CP048241.1-25,4,608
CP048241.1-26,1,1070
CP048241.1-27,4,609
CP048241.1-28,2,899
CP048241.1-29,8,273
CP048241.1-30,2,900
CP048241.1-31,1,1071
CP048241.1-32,1,1072
CP048241.1-33,2,901
CP048241.1-34,0,1208
CP048241.1-35,11,159
CP048241.1-36,0,1209
CP048241.1-37,3,744
CP048241.1-38,4,610
CP048241.1-39,2,902
CP048241.1-40,6,410
CP048241.1-41,0,1210
CP048241.1-42,2,903
CP048241.1-43,0,1211
CP048241.1-44,6,411
CP048241.1-45,2,904
CP048241.1-46,7,339
CP048241.1-47,9,230
CP048241.1-48,3,745
CP048241.1-49,3,746
CP048241.1-50,4,611
CP048241.1-51,3,747
CP048241.1-52,0,1212
CP048241.1-53,1,1073
CP048241.1-54,4,612
CP048241.1-55,3,748
CP048241.1-56,1,1074
CP048241.1-57,4,613
CP048241.1-58,2,905
CP048241.1-59,2,906
CP048241.1-60,0,1213
CP048241.1-61,6,412
CP048241.1-62,8,274
CP048241.1-63,5,492
CP048241.1-64,3,749
CP048241.1-65,4,614
CP048241.1-66,3,750
CP048241.1-67,4,615
CP048241.1-68,7,340
CP048241.1-69,4,616
CP048241.1-70,0,1214
CP048241.1-71,1,1075
CP048241.1-72,3,751
CP048241.1-73,3,752
CP048241.1-74,4,617
CP048241.1-75,5,493
CP048241.1-76,3,753
CP048241.1-77,1,1076
CP048241.1-78,7,341
CP048241.1-79,12,137
CP048241.1-80,1,1077
CP048241.1-81,2,907
CP048241.1-82,0,1215
CP048241.1-83,3,754
CP048241.1-84,5,494
CP048241.1-85,6,413
CP048241.1-86,2,908
CP048241.1-87,4,618
CP048241.1-88,3,755
CP048241.1-89,4,619
CP048241.1-90,2,909
CP048241.1-91,12,138
CP048241.1-92,20,51
CP048241.1-93,8,275
CP048241.1-94,6,414
CP048241.1-95,8,276
CP048241.1-96,1,1078
CP048241.1-97,3,756
CP048241.1-98,15,89
CP048241.1-99,0,1216
CP048241.1-100,11,160
CP048241.1-101,1,1079
CP048241.1-102,8,277
CP048241.1-103,10,196
CP048241.1-104,1,1080
CP048241.1-105,4,620
CP048241.1-106,3,757
CP048241.1-107,0,1217
CP048241.1-108,6,415
CP048241.1-109,2,910
CP048241.1-110,11,161
CP048241.1-111,1,1081
CP048241.1-112,1,1082
CP048241.1-113,3,758
CP048241.1-114,3,759
CP048241.1-115,4,621
CP048241.1-116,7,342
CP048241.1-117,6,416
CP048241.1-118,6,417
CP048241.1-119,2,911
CP048241.1-120,2,912
CP048241.1-121,0,1218
CP048241.1-122,2,913
CP048241.1-123,9,231
CP048241.1-124,10,197
CP048241.1-125,11,162
CP048241.1-126,11,163
CP048241.1-127,8,278
CP048241.1-128,6,418
CP048241.1-129,5,495
CP048241.1-130,4,622
CP048241.1-131,2,914
CP048241.1-132,15,90
CP048241.1-133,3,760
CP048241.1-134,12,139
CP048241.1-135,26,26
CP048241.1-136,26,27
CP048241.1-137,13,120
