bin_start_bp	mean_reads_across_arms	n_arms
338000	333	22
339000	429.955	22
340000	160.727	22
341000	510.818	22
342000	150.682	22
343000	317.591	22
344000	443.364	22
345000	4.13636	22
346000	461.727	22
347000	725	22
348000	811.909	22
349000	431	22
350000	696.455	22
351000	1299.95	22
352000	798.818	22
353000	491.818	22
354000	1938	22
355000	1237.86	22
356000	1102.27	22
357000	207.545	22
358000	610.409	22
359000	1050.95	22
360000	736.955	22
361000	606.682	22
362000	510.227	22
363000	1355.18	22
364000	1160.5	22
365000	612.091	22
366000	1717.36	22
367000	447.136	22
368000	298.273	22
369000	649.636	22
370000	448.727	22
371000	239.045	22
372000	773.318	22
373000	874.5	22
374000	845.227	22
375000	449.5	22
376000	1737.68	22
377000	675.091	22
378000	795.273	22
379000	175.227	22
380000	302.091	22
381000	919.227	22
382000	495.591	22
383000	442.318	22
384000	766.182	22
385000	412.864	22
386000	748.955	22
387000	437.909	22
388000	1596	22
389000	1250.23	22
390000	1357.09	22
391000	198.091	22
392000	132.045	22
393000	314.682	22
394000	871.182	22
395000	908.227	22
396000	1773.23	22
397000	274.909	22
398000	655.909	22
399000	859.591	22
400000	346.182	22
401000	307.909	22
402000	508.682	22
403000	102.909	22
404000	1356.5	22
405000	603.455	22
406000	222.182	22
407000	593.864	22
408000	471.182	22
409000	107.864	22
410000	116.773	22
411000	397.136	22
412000	240.091	22
413000	858.273	22
414000	238.409	22
415000	514.864	22
416000	360.273	22
417000	137.409	22
418000	287.273	22
419000	514.591	22
420000	156.273	22
421000	909.045	22
422000	325	22
423000	532.864	22
424000	467.591	22
425000	145.227	22
426000	170.227	22
427000	333.364	22
428000	415.591	22
429000	118.045	22
430000	308.455	22
431000	423.455	22
432000	100.409	22
433000	336.364	22
434000	754.136	22
435000	364.455	22
436000	99.6818	22
437000	1032.36	22
438000	182.591	22
439000	555.136	22
440000	207.636	22
441000	353.682	22
442000	466.909	22
443000	177.5	22
444000	629.5	22
445000	376.455	22
446000	469.818	22
447000	125.455	22
448000	111.955	22
449000	26.0455	22
450000	323.045	22
451000	245.091	22
452000	537.955	22
453000	790.682	22
454000	158.227	22
455000	386.455	22
456000	137.227	22
457000	1008.41	22
458000	190	22
459000	210.182	22
460000	332.273	22
461000	633.5	22
462000	329.455	22
463000	324.5	22
464000	296.227	22
465000	295.273	22
466000	203.364	22
467000	457.545	22
468000	310.045	22
469000	350.136	22
470000	459.182	22
471000	569.045	22
472000	218.545	22
473000	523.273	22
474000	249.318	22
475000	858.045	22
476000	383.364	22
477000	616.818	22
478000	584.818	22
479000	258.955	22
480000	262	22
481000	55.2727	22
482000	317.864	22
483000	472.136	22
484000	450	22
485000	280.5	22
486000	551.682	22
487000	702.409	22
488000	786.318	22
489000	586.545	22
490000	375.318	22
491000	253.409	22
492000	213.818	22
493000	121.5	22
494000	251.727	22
495000	258.136	22
496000	1130.14	22
497000	197.955	22
498000	243.455	22
499000	201.545	22
500000	366.455	22
